,REGN_GKO,DATE,MAX_NORM,CAP_TO_NA,RES_TO_NA,NA,BI_TO_NA,NI_TO_NA,L_NORM,I_NORM,IS_SZKO,REGISTERED_MSC
1170,2609,2020-04-01,,,,,,,302.26,,,0.0
1171,2609,2020-07-01,,,,,,,338.016,,,0.0
1172,2609,2020-10-01,,,,,,,379.909,,,0.0
1173,2609,2021-01-01,,,,,,,285.002,,,0.0
1174,2609,2021-04-01,,,,,,,425.102,,,0.0
1175,2609,2021-07-01,,,,,,,410.996,,,0.0
1176,2609,2021-10-01,,,,,,,444.39,,,0.0
1177,2609,2023-07-01,,,,,,,110.527,,,0.0
1178,2609,2023-10-01,,,,,,,71.655,,,0.0
1179,2609,2024-01-01,,,,,,,176.809,,,0.0
1180,2618,2017-10-01,551.311,,,,,,91.231,0.423,,1.0
1181,2618,2018-01-01,489.322,-0.09090322617313418,-0.012714566397969659,-57710108.0,-0.0,,77.955,0.098,,1.0
1182,2618,2018-04-01,454.505,1.0118584935174753,0.1353493473112634,5184554.0,0.0,,105.054,0.073,,1.0
1183,2618,2018-07-01,475.746,-0.0034507774263449914,-0.0007061289011946968,-1073546202.0,-0.0,,89.608,0.011,,1.0
1184,2618,2018-10-01,443.419,,,,,,102.008,0.008,,1.0
1185,2618,2019-01-01,469.64,,,,,,113.392,0.005,,1.0
1186,2618,2019-04-01,462.343,,,,,,131.891,0.078,,1.0
1187,2618,2019-07-01,421.368,-0.0,-0.003599345362774042,-215287482.0,-0.007030464502343894,-0.00023437962825911075,145.729,0.208,,1.0
1188,2618,2019-10-01,362.364,,,,,,144.276,0.213,,1.0
1189,2618,2020-01-01,234.482,,,,,,100.332,0.192,,1.0
1190,2618,2020-04-01,248.771,-0.0,-0.000135850993480279,-6762313447.0,-0.000673318981098097,-5.927261478508037e-06,132.621,,,1.0
1191,2618,2020-07-01,239.745,-0.0,-0.003332474042948037,-299918015.0,-0.01517434022761187,-0.00012652124281364025,193.061,,,1.0
1192,2618,2020-10-01,276.133,-0.0,-0.0015708964557406093,-645238581.0,-0.0023283077674488904,-6.075582141917828e-05,192.336,,,1.0
1193,2618,2021-01-01,311.055,-0.0,-0.02309296982298967,-46536154.0,-0.032074180431842306,-0.0006338512632565209,143.701,,,1.0
1194,2618,2021-04-01,338.643,,,,,,84.567,,,1.0
1195,2618,2021-07-01,298.453,-0.36806704584101024,-0.029469987889907727,-35293703.0,-0.11647040833318056,-0.027582172377888486,63.852,,,1.0
1196,2618,2021-10-01,307.329,1.0793713765866098,0.09486831627814235,11635265.0,0.34226620536790525,0.04866008638393711,74.358,,,1.0
1197,2618,2023-07-01,,,,,,,73.241,,,1.0
1198,2618,2023-10-01,,,,,,,84.39,,,1.0
1199,2618,2024-01-01,,,,,,,85.849,,,1.0
1200,2647,2017-10-01,276.186,-6.505331067987316e-05,-0.0010012365211319073,-118057020.0,-0.0,,173.898,0.354,,
1201,2647,2018-01-01,231.93,,,,,,221.808,2.139,,
1202,2647,2018-04-01,218.621,,,,,,229.516,2.302,,
1203,2647,2018-07-01,250.804,,,,,,188.518,2.105,,
1204,2647,2018-10-01,274.402,-0.00014462079868533847,-0.0016915289149622321,-67735762.0,-0.0,,294.671,1.768,,
1205,2647,2019-01-01,,,,,,,,,,
1206,2647,2019-04-01,,,,,,,,,,
1207,2647,2019-07-01,,,,,,,,,,
1208,2647,2019-10-01,,,,,,,,,,
1209,2647,2020-01-01,,,,,,,,,,
1210,2647,2020-04-01,,,,,,,,,,
1211,2647,2020-07-01,,,,,,,,,,
1212,2647,2020-10-01,,,,,,,,,,
1213,2647,2021-01-01,,,,,,,,,,
1214,2647,2021-04-01,,,,,,,,,,
1215,2647,2021-07-01,,,,,,,,,,
1216,2647,2021-10-01,,,,,,,,,,
1217,2647,2023-07-01,,,,,,,,,,
1218,2647,2023-10-01,,,,,,,,,,
1219,2647,2024-01-01,,,,,,,,,,
1220,2673,2017-10-01,59.278,,,,,,141.245,0.04,0.0,1.0
1221,2673,2018-01-01,81.392,,,,,,159.181,0.033,0.0,1.0
1222,2673,2018-04-01,55.829,-0.8271225096063965,-4.578112623575388,-2018707.0,-0.0,,147.107,0.031,0.0,1.0
1223,2673,2018-07-01,51.031,-0.00011396333761194425,-0.0031634004510458884,-2971130954.0,-0.0,,167.894,0.028,0.0,1.0
1224,2673,2018-10-01,61.272,-0.0010543191976343195,-0.030004009402160785,-321155112.0,-0.0,,145.915,0.025,0.0,1.0
1225,2673,2019-01-01,68.0,-0.0054618027630108455,-0.1326116032531633,-61994183.0,-0.0,,129.742,0.014,0.0,1.0
1226,2673,2019-04-01,63.657,,,,,,120.535,0.014,0.0,1.0
1227,2673,2019-07-01,50.854,-0.0,-0.025440177847687883,-185055428.0,-0.00366355641294672,-0.0018338343471881301,105.761,0.008,0.0,1.0
1228,2673,2019-10-01,37.334,-0.0,-0.004169281972968629,-1199228556.0,-0.000492710915733064,-0.0002103627358920229,139.327,0.013,0.0,1.0
1229,2673,2020-01-01,46.629,-0.0,-0.01328712137151675,-451925126.0,-0.0014956880268701856,-0.0007464488708246773,146.384,0.015,0.0,1.0
1230,2673,2020-04-01,32.949,-0.0,-0.029978002999160373,-229252162.0,-0.0030619340462315903,-0.0015849577898419123,158.516,,0.0,1.0
1231,2673,2020-07-01,35.654,-0.0,-0.03371153514350116,-230592762.0,-0.003579925895505775,-0.002111536354293722,156.696,,0.0,1.0
1232,2673,2020-10-01,58.013,-0.0,-0.12114507778677766,-74952777.0,-0.01212043150849501,-0.007602920436156755,146.164,,0.0,1.0
1233,2673,2021-01-01,68.756,,,,,,127.217,,0.0,1.0
1234,2673,2021-04-01,46.413,,,,,,127.08,,0.0,1.0
1235,2673,2021-07-01,42.159,2.416170589701798,0.20531942944204876,52610116.0,2.3855330028164166,0.4632855019745632,121.541,,0.0,1.0
1236,2673,2021-10-01,41.619,1.0859656441954506,0.08790065373803546,131244314.0,1.0917375056720553,0.31387779587921805,131.597,,0.0,1.0
1237,2673,2023-07-01,,,,,,,98.918,,1.0,1.0
1238,2673,2023-10-01,,-0.7157729882705609,-0.016822760862036434,-288521726.0,-0.721538086182113,-0.13304000198584698,107.395,,1.0,1.0
1239,2673,2024-01-01,,,,,,,145.165,,1.0,1.0
1240,2707,2017-10-01,138.445,-0.006251916691891952,-0.030369722675263496,-25206190.0,,,122.845,0.495,,1.0
1241,2707,2018-01-01,149.241,,,,,,90.944,0.427,,1.0
1242,2707,2018-04-01,145.01,-0.0010507891490722314,-0.005567988252381754,-149970144.0,,,128.692,0.364,,1.0
1243,2707,2018-07-01,118.911,,,,,,134.004,0.323,,1.0
1244,2707,2018-10-01,82.737,-0.00022266753499850919,-0.001214567917397682,-707723288.0,,,126.11,0.302,,1.0
1245,2707,2019-01-01,73.264,-0.0011499873272034342,-0.004943237167877644,-137033684.0,,,119.235,0.167,,1.0
1246,2707,2019-04-01,80.493,,,,,,163.458,0.202,,1.0
1247,2707,2019-07-01,96.875,,,,,,148.127,0.212,,1.0
1248,2707,2019-10-01,88.736,,,,,,144.931,0.18,,1.0
1249,2707,2020-01-01,108.933,,,,,,99.939,0.25,,1.0
1250,2707,2020-04-01,120.07,,,,,,128.706,,,1.0
1251,2707,2020-07-01,89.411,,,,,,201.863,,,1.0
1252,2707,2020-10-01,99.842,,,,,,167.717,,,1.0
1253,2707,2021-01-01,119.007,,,,,,123.958,,,1.0
1254,2707,2021-04-01,119.302,,,,,,116.063,,,1.0
1255,2707,2021-07-01,112.39,-0.50093823888245,-0.029512681838851827,-41709527.0,-0.4171754812755369,-0.02180091852875723,86.608,,,1.0
1256,2707,2021-10-01,105.53,2.4124698636637376,0.1607546759291291,8989978.0,2.0241087353050253,0.189745180688985,117.437,,,1.0
1257,2707,2023-07-01,,-0.012090401355659551,-0.0001145195009676758,-2509424138.0,-0.010859665605081543,-0.001959135136046898,222.027,,,1.0
1258,2707,2023-10-01,,,,,,,255.308,,,1.0
1259,2707,2024-01-01,,1.7859724664285783,0.01999358153588712,16711163.0,1.594791816703601,0.571361251158881,295.722,,,1.0
1260,2738,2017-10-01,222.438,-7.98457121657895e-06,-0.0007942519894944102,-1061797781.0,-0.0,,191.738,0.018,,1.0
1261,2738,2018-01-01,192.356,-6.535729380136902e-06,-0.0006654340765183831,-1297177332.0,,,245.98,0.005,,1.0
1262,2738,2018-04-01,165.556,-8.281644041732219e-05,-0.007613720365160524,-102370978.0,-0.0,,210.971,0.053,,1.0
1263,2738,2018-07-01,225.321,-6.602649419385455e-05,-0.006289650504352309,-128403001.0,-0.0,,256.309,0.027,,1.0
1264,2738,2018-10-01,283.758,-2.351225173948155e-06,-0.00021335690591783987,-3605779699.0,-0.0,,151.577,0.021,,1.0
1265,2738,2019-01-01,223.576,,,,,,157.023,0.003,,1.0
1266,2738,2019-04-01,228.381,-0.0001870737938248652,-0.00026458114305144445,-721105812.0,,,148.534,0.047,,1.0
1267,2738,2019-07-01,305.207,,,,,,136.626,0.027,,1.0
1268,2738,2019-10-01,342.162,,,,,,152.2,0.128,,1.0
1269,2738,2020-01-01,258.429,,,,,,228.602,0.09,,1.0
1270,2738,2020-04-01,64.956,,,,,,132.824,,,1.0
1271,2738,2020-07-01,89.701,,,,,,98.33,,,1.0
1272,2738,2020-10-01,93.844,,,,,,120.897,,,1.0
1273,2738,2021-01-01,134.751,,,,,,154.927,,,1.0
1274,2738,2021-04-01,142.561,,,,,,137.658,,,1.0
1275,2738,2021-07-01,163.108,,,,,,132.845,,,1.0
1276,2738,2021-10-01,164.785,,,,,,100.149,,,1.0
1277,2738,2023-07-01,,,,,,,188.892,,,1.0
1278,2738,2023-10-01,,,,,,,246.608,,,1.0
1279,2738,2024-01-01,,,,,,,256.875,,,1.0
1280,2766,2017-10-01,27.375,,,,,,141.263,0.084,,1.0
1281,2766,2018-01-01,26.417,,,,,,153.782,0.084,,1.0
1282,2766,2018-04-01,35.697,,,,,,147.336,0.022,,1.0
1283,2766,2018-07-01,36.992,,,,,,205.534,0.024,,1.0
1284,2766,2018-10-01,31.76,,,,,,195.128,0.024,,1.0
1285,2766,2019-01-01,29.847,,,,,,119.267,0.031,,1.0
1286,2766,2019-04-01,26.581,-0.0,-0.10735841940727443,-48639576.0,-0.014956976598644691,-0.00038929204481552224,142.377,0.03,,1.0
1287,2766,2019-07-01,32.243,-0.0,-3.683471661507871,-993772.0,-0.7605456784856084,-0.04753907334881643,232.35,0.033,,1.0
1288,2766,2019-10-01,26.438,,,,,,209.719,0.033,,1.0
1289,2766,2020-01-01,21.881,,,,,,139.872,0.032,,1.0
1290,2766,2020-04-01,25.675,,,,,,118.89,,,1.0
1291,2766,2020-07-01,29.231,-0.0,-0.026183869041730153,-114066565.0,-0.00629157194310182,-7.970784427496349e-05,137.542,,,1.0
1292,2766,2020-10-01,21.785,,,,,,169.828,,,1.0
1293,2766,2021-01-01,34.49,,,,,,150.456,,,1.0
1294,2766,2021-04-01,39.211,,,,,,116.546,,,1.0
1295,2766,2021-07-01,44.264,-2.1782112085714838,-0.1496592367134684,-15324861.0,-1.6843679691450382,-0.057824472274169404,143.67,,,1.0
1296,2766,2021-10-01,45.23,-0.02529383360895013,-0.0018552928196768673,-1367231616.0,-0.0197696935059758,-0.001380383526765958,122.017,,,1.0
1297,2766,2023-07-01,,-0.004114688304993378,-2.2784506131375815e-05,-16641659811.0,-0.003381927802826422,-0.0007141100788603304,134.767,,,1.0
1298,2766,2023-10-01,,1.2004395138111181,0.006090068404377424,63112920.0,1.00918387233549,0.3026959614608229,124.873,,,1.0
1299,2766,2024-01-01,,,,,,,126.591,,,1.0
1300,2816,2017-10-01,226.501,-7.6660256028792e-06,-0.0005503311808390513,-4312664960.0,-0.0,,281.159,0.861,,0.0
1301,2816,2018-01-01,207.354,-0.00015427358838313393,-0.0015640656854858357,-214301102.0,-0.0,,256.756,0.762,,0.0
1302,2816,2018-04-01,179.726,,,,,,246.314,0.743,,0.0
1303,2816,2018-07-01,140.708,-0.0003966703352163686,-0.005250467783280283,-83346288.0,-0.0,,207.087,0.866,,0.0
1304,2816,2018-10-01,132.292,-1.0209164183281817e-06,-1.226634427077479e-05,-32383650029.0,-0.0,,248.463,0.706,,0.0
1305,2816,2019-01-01,134.346,-0.0013420059638305018,-0.019315492933391392,-24635509.0,-0.0,,300.438,0.696,,0.0
1306,2816,2019-04-01,150.863,-0.0,-0.00809881471025793,-65294246.0,-0.0005672628488580755,-6.092420456160869e-05,186.906,0.46,,0.0
1307,2816,2019-07-01,100.965,,,,,,189.343,0.511,,0.0
1308,2816,2019-10-01,104.164,,,,,,201.104,0.47,,0.0
1309,2816,2020-01-01,139.914,-0.0,-0.004500528788799833,-108430814.0,-0.00033330931187143905,-2.8405209611356416e-05,199.315,0.409,,0.0
1310,2816,2020-04-01,102.837,-0.0,-0.02034516497226683,-23045328.0,-0.0015690382015825506,-0.00013443071845191355,188.071,,,0.0
1311,2816,2020-07-01,107.906,-0.0,-0.00017291164284198603,-2947308762.0,-1.2960637342277885e-05,-1.7432852866468694e-06,175.05,,,0.0
1312,2816,2020-10-01,119.415,,,,,,145.507,,,0.0
1313,2816,2021-01-01,133.87,-0.0,-0.11685409525179653,-4393051.0,-0.00913556432647834,-0.0016098151375888874,138.621,,,0.0
1314,2816,2021-04-01,133.524,-0.0,-0.00020363501073433638,-3042703697.0,-1.3971455729295747e-05,-3.1057904222870507e-06,157.934,,,0.0
1315,2816,2021-07-01,124.274,-0.01380016600890887,-0.0017418704381291026,-312565153.0,-0.010825215055243219,-0.0010761436352439454,178.739,,,0.0
1316,2816,2021-10-01,127.576,,,,,,126.196,,,0.0
1317,2816,2023-07-01,,,,,,,118.942,,,0.0
1318,2816,2023-10-01,,-0.029188039750843525,-0.0009254086458919714,-166098513.0,-0.026049354216675015,-0.00462441828121604,111.184,,,0.0
1319,2816,2024-01-01,,-0.003766593040514206,-0.00012551133878440602,-1225180143.0,-0.003279741369428969,-0.00037461185003877424,114.342,,,0.0
1320,2879,2017-10-01,155.079,,,,,,101.129,2.767,,1.0
1321,2879,2018-01-01,154.931,,,,,,103.266,2.825,,1.0
1322,2879,2018-04-01,156.157,,,,,,97.415,2.646,,1.0
1323,2879,2018-07-01,135.221,,,,,,96.955,2.736,,1.0
1324,2879,2018-10-01,147.036,,,,,,99.463,2.498,,1.0
1325,2879,2019-01-01,150.777,,,,,,99.141,1.775,,1.0
1326,2879,2019-04-01,122.642,,,,,,96.918,2.394,,1.0
1327,2879,2019-07-01,149.242,,,,,,92.156,0.943,,1.0
1328,2879,2019-10-01,127.17,,,,,,97.979,0.885,,1.0
1329,2879,2020-01-01,116.199,,,,,,99.68,1.342,,1.0
1330,2879,2020-04-01,132.011,,,,,,107.442,,,1.0
1331,2879,2020-07-01,136.029,,,,,,106.61,,,1.0
1332,2879,2020-10-01,131.06,,,,,,109.823,,,1.0
1333,2879,2021-01-01,121.576,,,,,,106.308,,,1.0
1334,2879,2021-04-01,125.494,,,,,,108.809,,,1.0
1335,2879,2021-07-01,120.504,,,,,,111.148,,,1.0
1336,2879,2021-10-01,134.311,,,,,,115.138,,,1.0
1337,2879,2023-07-01,,,,,,,98.667,,,1.0
1338,2879,2023-10-01,,,,,,,101.305,,,1.0
1339,2879,2024-01-01,,,,,,,96.42,,,1.0
1340,2884,2017-10-01,78.542,,,,,,154.036,0.294,,
1341,2884,2018-01-01,65.842,,,,,,243.619,0.244,,
1342,2884,2018-04-01,49.395,,,,,,301.215,0.213,,
1343,2884,2018-07-01,44.759,,,,,,116.799,0.057,,
1344,2884,2018-10-01,,,,,,,,0.061,,
1345,2884,2019-01-01,,,,,,,,0.043,,
1346,2884,2019-04-01,,,,,,,,0.037,,
1347,2884,2019-07-01,,,,,,,,0.0,,
1348,2884,2019-10-01,,,,,,,,0.0,,
1349,2884,2020-01-01,,,,,,,,0.0,,
1350,2884,2020-04-01,0.0,,,,,,0.0,,,
1351,2884,2020-07-01,0.0,,,,,,0.0,,,
1352,2884,2020-10-01,0.0,,,,,,0.0,,,
1353,2884,2021-01-01,0.0,,,,,,0.0,,,
1354,2884,2021-04-01,0.0,,,,,,0.0,,,
1355,2884,2021-07-01,0.0,,,,,,0.0,,,
1356,2884,2021-10-01,0.0,,,,,,0.0,,,
1357,2884,2023-07-01,,,,,,,,,,
1358,2884,2023-10-01,,,,,,,,,,
1359,2884,2024-01-01,,,,,,,,,,
1360,2989,2017-10-01,157.452,,,,,,107.785,0.391,,
1361,2989,2018-01-01,154.78,,,,,,115.754,0.387,,
1362,2989,2018-04-01,148.794,,,,,,114.592,0.384,,
1363,2989,2018-07-01,143.816,,,,,,187.145,0.385,,
1364,2989,2018-10-01,121.507,,,,,,147.255,0.39,,
1365,2989,2019-01-01,94.814,,,,,,186.249,0.341,,
1366,2989,2019-04-01,113.676,,,,,,121.996,0.338,,
1367,2989,2019-07-01,115.998,,,,,,129.796,0.327,,
1368,2989,2019-10-01,104.935,,,,,,161.404,0.335,,
1369,2989,2020-01-01,111.71,-0.0,-0.0008326660732732179,-481191696.0,-0.00043548133050076574,-0.0,158.361,0.33,,
1370,2989,2020-04-01,112.579,,,,,,180.618,,,
1371,2989,2020-07-01,134.351,-0.0,-0.01839081119008401,-23712494.0,-0.008837113464319696,-0.0,223.987,,,
1372,2989,2020-10-01,141.667,,,,,,144.482,,,
1373,2989,2021-01-01,105.695,,,,,,135.274,,,
1374,2989,2021-04-01,84.186,,,,,,477.406,,,
1375,2989,2021-07-01,,,,,,,,,,
1376,2989,2021-10-01,,,,,,,,,,
1377,2989,2023-07-01,,,,,,,,,,
1378,2989,2023-10-01,,,,,,,,,,
1379,2989,2024-01-01,,,,,,,,,,
1380,2998,2017-10-01,238.899,,,,,,337.119,0.073,,1.0
1381,2998,2018-01-01,329.623,,,,,,254.74,0.124,,1.0
1382,2998,2018-04-01,256.119,,,,,,225.582,0.133,,1.0
1383,2998,2018-07-01,250.601,,,,,,210.306,0.146,,1.0
1384,2998,2018-10-01,230.688,,,,,,168.515,0.155,,1.0
1385,2998,2019-01-01,236.498,,,,,,178.721,0.197,,1.0
1386,2998,2019-04-01,221.48,,,,,,199.37,0.146,,1.0
1387,2998,2019-07-01,383.813,-0.07883729471662557,-0.11861150513954509,-9600266.0,-0.059177422792243466,-0.001556936026564264,135.306,0.197,,1.0
1388,2998,2019-10-01,284.115,-4.588726295507984e-05,-0.0002994582744360799,-2855846951.0,-0.00019789926060361909,-4.2012055288182705e-06,180.18,0.198,,1.0
1389,2998,2020-01-01,257.59,,,,,,584.074,0.999,,1.0
1390,2998,2020-04-01,190.793,,,,,,375.873,,,1.0
1391,2998,2020-07-01,152.054,-4.619324091287071e-05,-0.000856041788183128,-1046473446.0,-0.0005070544331805243,-0.0,425.285,,,1.0
1392,2998,2020-10-01,165.297,-3.4140671813147554e-05,-0.0007273237994139843,-1278533716.0,-0.00041502151516198264,-0.0,473.521,,,1.0
1393,2998,2021-01-01,232.767,-0.0005604536317165614,-0.009168566643122105,-102732852.0,-0.005165037178175487,-0.0,210.394,,,1.0
1394,2998,2021-04-01,215.02,-0.00040000090267736896,-0.007160320771666029,-125404717.0,-0.004243516613493893,-1.2264291462018928e-05,150.108,,,1.0
1395,2998,2021-07-01,179.397,-0.006164229666023451,-0.00029317664056083904,-3625295651.0,-0.005251280401020181,-0.00047486389131466727,101.473,,,1.0
1396,2998,2021-10-01,188.642,,,,,,139.378,,,1.0
1397,2998,2023-07-01,,-0.046218475886958134,-0.0006972160355176861,-684945520.0,-0.04122637812128474,-0.0071810631011938,157.97,,,1.0
1398,2998,2023-10-01,,,,,,,213.365,,,1.0
1399,2998,2024-01-01,,,,,,,291.246,,,1.0
1400,3016,2017-10-01,210.888,,,,,,502.004,0.0,,
1401,3016,2018-01-01,173.469,,,,,,279.977,0.0,,
1402,3016,2018-04-01,169.338,,,,,,293.532,0.0,,
1403,3016,2018-07-01,171.07,-0.0672008239563675,-0.030157077370332994,-56138895.0,-0.0,,429.148,0.0,,
1404,3016,2018-10-01,154.68,1.031138210315482,0.48424066105148994,3658656.0,0.0,,834.979,0.0,,
1405,3016,2019-01-01,137.157,-0.003530528452143024,-0.0011730333277251606,-1068559580.0,-0.0,,414.089,0.0,,
1406,3016,2019-04-01,111.597,,,,,,352.975,0.0,,
1407,3016,2019-07-01,84.929,,,,,,461.882,0.0,,
1408,3016,2019-10-01,90.734,,,,,,469.17,0.0,,
1409,3016,2020-01-01,63.792,-0.0,-0.0021459148114975728,-231486356.0,-0.016297202414815325,-0.0,270.341,0.0,,
1410,3016,2020-04-01,81.437,,,,,,251.993,,,
1411,3016,2020-07-01,64.762,,,,,,881.076,,,
1412,3016,2020-10-01,40.502,-0.0,-3.613839715206629e-05,-7068077727.0,-0.000533749082241806,-0.0,422.852,,,
1413,3016,2021-01-01,20.924,-0.0,-0.0005496084829429583,-311126930.0,-0.012125533459929038,-0.0,6234.684,,,
1414,3016,2021-04-01,0.0,,,,,,6650.251,,,
1415,3016,2021-07-01,,,,,,,,,,
1416,3016,2021-10-01,,,,,,,,,,
1417,3016,2023-07-01,,,,,,,,,,
1418,3016,2023-10-01,,,,,,,,,,
1419,3016,2024-01-01,,,,,,,,,,
1420,3061,2017-10-01,90.22,,,,,,298.954,0.214,,1.0
1421,3061,2018-01-01,115.424,,,,,,162.265,0.229,,1.0
1422,3061,2018-04-01,90.667,,,,,,277.068,0.2,,1.0
1423,3061,2018-07-01,97.211,,,,,,281.668,0.195,,1.0
1424,3061,2018-10-01,64.8,,,,,,288.184,0.184,,1.0
1425,3061,2019-01-01,88.894,,,,,,195.49,0.181,,1.0
1426,3061,2019-04-01,70.206,,,,,,232.562,0.173,,1.0
1427,3061,2019-07-01,70.603,-0.0,-8.220713985250479e-05,-1627376895.0,-9.65234301178892e-06,-9.65234301178892e-06,224.338,0.323,,1.0
1428,3061,2019-10-01,88.607,,,,,,303.421,0.321,,1.0
1429,3061,2020-01-01,114.641,,,,,,166.708,0.577,,1.0
1430,3061,2020-04-01,111.02,,,,,,171.397,,,1.0
1431,3061,2020-07-01,97.436,,,,,,154.736,,,1.0
1432,3061,2020-10-01,115.578,,,,,,154.526,,,1.0
1433,3061,2021-01-01,143.052,,,,,,141.802,,,1.0
1434,3061,2021-04-01,106.431,,,,,,168.375,,,1.0
1435,3061,2021-07-01,104.412,-0.0002467176528014301,-5.766924722657548e-06,-32951878018.0,-4.352990136757795e-05,-5.376203441370726e-06,138.246,,,1.0
1436,3061,2021-10-01,116.691,-0.5016491976328119,-0.009194702863241585,-16341583.0,-0.09209921707095328,-0.01516444275930918,114.771,,,1.0
1437,3061,2023-07-01,,-0.13743994397200776,-0.0011690561985432312,-56651682.0,-0.016478433950116434,0.002881379585516984,161.454,,,1.0
1438,3061,2023-10-01,,,,,,,151.978,,,1.0
1439,3061,2024-01-01,,,,,,,193.346,,,1.0
1440,3099,2017-10-01,23.966,,,,,,112.373,0.105,,1.0
1441,3099,2018-01-01,10.771,,,,,,470.89,0.063,,1.0
1442,3099,2018-04-01,12.745,-1.311290884459897e-05,-0.00017992499967077789,-2947705994.0,,,178.901,0.027,,1.0
1443,3099,2018-07-01,27.399,,,,,,1034.358,0.0,,1.0
1444,3099,2018-10-01,,,,,,,,,,1.0
1445,3099,2019-01-01,,,,,,,,,,1.0
1446,3099,2019-04-01,,,,,,,,,,1.0
1447,3099,2019-07-01,,,,,,,,,,1.0
1448,3099,2019-10-01,23.897,,,,,,286.651,0.231,,1.0
1449,3099,2020-01-01,22.975,,,,,,178.258,0.26,,1.0
1450,3099,2020-04-01,34.886,,,,,,124.972,,,1.0
1451,3099,2020-07-01,30.275,,,,,,124.409,,,1.0
1452,3099,2020-10-01,39.979,,,,,,107.343,,,1.0
1453,3099,2021-01-01,32.779,,,,,,256.679,,,1.0
1454,3099,2021-04-01,31.328,,,,,,144.738,,,1.0
1455,3099,2021-07-01,30.502,,,,,,153.315,,,1.0
1456,3099,2021-10-01,31.709,,,,,,156.441,,,1.0
1457,3099,2023-07-01,,-0.0013774711739313048,-0.0012625756057111264,-79959568.0,0.00025960620497599484,-0.00719482376393029,107.03,,,1.0
1458,3099,2023-10-01,,0.007568397592064329,-0.009589321890420993,-10527856.0,0.013295204645656247,-0.04332154619136128,107.285,,,1.0
1459,3099,2024-01-01,,,,,,,169.849,,,1.0
1460,3138,2017-10-01,124.529,-0.0002246150916017854,-0.008623952533782377,-500874626.0,-0.0,,314.915,0.724,,1.0
1461,3138,2018-01-01,117.049,,,,,,186.341,0.689,,1.0
1462,3138,2018-04-01,128.935,-0.004372939301329428,-0.13564165530196345,-25727318.0,-0.0,,152.534,0.738,,1.0
1463,3138,2018-07-01,138.82,,,,,,160.382,0.756,,1.0
1464,3138,2018-10-01,122.009,-0.0006971376539455259,-0.017200922298294,-161379893.0,-0.0,,291.562,0.803,,1.0
1465,3138,2019-01-01,10.348,,,,,,242.29,0.74,,1.0
1466,3138,2019-04-01,5.04,-0.0,-0.0003377668947018856,-797212528.0,-0.00014112171604006705,-0.0,381.568,0.763,,1.0
1467,3138,2019-07-01,16.739,-0.0,-0.0019392249660420391,-131945496.0,-0.0008526550993449598,-0.0,345.275,0.738,,1.0
1468,3138,2019-10-01,17.497,,,,,,316.059,0.737,,1.0
1469,3138,2020-01-01,13.389,-0.0,-0.0029685640480963497,-99678833.0,-0.0011286648991968033,-0.0,450.211,0.687,,1.0
1470,3138,2020-04-01,16.458,-0.0,-0.004851677898868658,-61891990.0,-0.0018177473369332606,-0.0,136.116,,,1.0
1471,3138,2020-07-01,22.721,,,,,,96.857,,,1.0
1472,3138,2020-10-01,28.283,,,,,,108.909,,,1.0
1473,3138,2021-01-01,32.665,,,,,,134.993,,,1.0
1474,3138,2021-04-01,10.501,-0.0,-0.0034167415281604065,-110027638.0,-0.001022470372398615,-0.0,92.294,,,1.0
1475,3138,2021-07-01,0.0,,,,,,136.077,,,1.0
1476,3138,2021-10-01,11.66,-0.19986462872909616,-0.011101679719052855,-11978908.0,-0.04332531813417383,0.007665222906795845,137.726,,,1.0
1477,3138,2023-07-01,,-0.05434894244991271,-0.0007360392964216282,-62450470.0,-0.024323227671465084,-0.004948113280812779,179.709,,,1.0
1478,3138,2023-10-01,,-0.4456707012838339,-0.005820942018524287,-7896660.0,-0.2082133458956065,-0.05498590543343641,153.394,,,1.0
1479,3138,2024-01-01,,,,,,,150.199,,,1.0
1480,3251,2017-10-01,164.733,,,,,,248.922,0.396,1.0,1.0
1481,3251,2018-01-01,0.0,0.1739015913778857,-3.028635786119787,-15262057.0,,,321.77,0.0,1.0,1.0
1482,3251,2018-04-01,0.0,-0.0008502162063248336,-0.03319816787283872,-1261556757.0,,,445.949,0.0,1.0,1.0
1483,3251,2018-07-01,131.417,-0.11153711789510437,-0.03515452386170303,-1172629735.0,-0.0,,759.216,0.584,1.0,1.0
1484,3251,2018-10-01,132.675,,,,,,497.24,0.586,0.0,1.0
1485,3251,2019-01-01,187.5,,,,,,175.737,0.509,1.0,1.0
1486,3251,2019-04-01,164.265,,,,,,118.147,0.586,1.0,1.0
1487,3251,2019-07-01,193.041,,,,,,159.222,0.594,1.0,1.0
1488,3251,2019-10-01,199.688,,,,,,188.422,0.532,0.0,1.0
1489,3251,2020-01-01,161.21,,,,,,157.913,0.531,1.0,1.0
1490,3251,2020-04-01,182.224,,,,,,184.128,,1.0,1.0
1491,3251,2020-07-01,179.682,,,,,,237.71,,1.0,1.0
1492,3251,2020-10-01,172.682,,,,,,146.191,,0.0,1.0
1493,3251,2021-01-01,180.849,,,,,,178.337,,1.0,1.0
1494,3251,2021-04-01,164.423,-0.0,-0.4996804927880457,-59402415.0,-2.2928721668975918,-0.0,151.172,,1.0,1.0
1495,3251,2021-07-01,168.309,,,,,,191.131,,1.0,1.0
