,REGN_GKO,DATE,MAX_NORM,CAP_TO_NA,RES_TO_NA,NA,BI_TO_NA,NI_TO_NA,L_NORM,I_NORM,IS_SZKO,REGISTERED_MSC
1496,3251,2021-10-01,191.468,,,,,,135.727,,0.0,1.0
1497,3251,2023-07-01,,,,,,,138.299,,1.0,1.0
1498,3251,2023-10-01,,,,,,,129.269,,1.0,1.0
1499,3251,2024-01-01,,,,,,,277.885,,1.0,1.0
1500,3255,2017-10-01,142.625,-0.003619966238645432,-0.07962872540664087,-263391683.0,-0.0,,137.136,0.426,,1.0
1501,3255,2018-01-01,158.417,,,,,,118.806,0.403,,1.0
1502,3255,2018-04-01,200.392,,,,,,113.926,0.49,,1.0
1503,3255,2018-07-01,215.678,-1.4435008861410366e-05,-0.0011626572374146126,-7267331874.0,-0.0,,79.288,0.501,,1.0
1504,3255,2018-10-01,233.59,-0.00033894062012931783,-0.018241240469423454,-309505541.0,-0.0,,81.802,0.533,,1.0
1505,3255,2019-01-01,256.003,-0.0001557461263492113,-0.00601900490829974,-673557683.0,-0.0,,83.622,0.493,,1.0
1506,3255,2019-04-01,244.678,-0.0006866182690403756,-0.0473610659995021,-48093681.0,-0.004713384280151066,-0.0025321413846446897,96.883,0.48,,1.0
1507,3255,2019-07-01,254.937,,,,,,58.714,0.486,,1.0
1508,3255,2019-10-01,260.041,-0.0006372935473704288,-0.040551244261860464,-50148005.0,-0.00560289487089267,-0.0033032420731393002,88.245,0.473,,1.0
1509,3255,2020-01-01,240.224,,,,,,135.135,0.42,,1.0
1510,3255,2020-04-01,268.839,,,,,,95.221,,,1.0
1511,3255,2020-07-01,267.91,,,,,,110.519,,,1.0
1512,3255,2020-10-01,260.003,,,,,,123.311,,,1.0
1513,3255,2021-01-01,178.907,,,,,,159.694,,,1.0
1514,3255,2021-04-01,177.009,,,,,,133.552,,,1.0
1515,3255,2021-07-01,149.046,,,,,,86.478,,,1.0
1516,3255,2021-10-01,192.061,,,,,,81.719,,,1.0
1517,3255,2023-07-01,,,,,,,94.212,,,1.0
1518,3255,2023-10-01,,,,,,,87.055,,,1.0
1519,3255,2024-01-01,,,,,,,100.485,,,1.0
1520,3269,2017-10-01,116.019,-0.004777179706648267,-0.006337605744897323,-15307358.0,-0.0,,327.547,1.172,,0.0
1521,3269,2018-01-01,114.11,,,,,,471.671,1.108,,0.0
1522,3269,2018-04-01,96.25,-1.5829491912007737e-05,-2.088576836745008e-05,-4619605001.0,-0.0,,346.327,0.97,,0.0
1523,3269,2018-07-01,87.326,-0.0002495675061363929,-0.00039680059146267343,-244394797.0,-0.0,,414.591,0.879,,0.0
1524,3269,2018-10-01,95.59,,,,,,328.001,0.853,,0.0
1525,3269,2019-01-01,88.195,,,,,,591.651,0.842,,0.0
1526,3269,2019-04-01,83.983,-1.43177850429635e-05,-3.754306783449213e-06,-34267311496.0,-1.8430100653613296e-06,-5.6905543938794915e-08,475.746,0.779,,0.0
1527,3269,2019-07-01,79.822,-0.021151685657107636,-0.005426156249894975,-23208694.0,-0.00164050592420237,0.0010460304229096217,447.62,0.806,,0.0
1528,3269,2019-10-01,81.236,-0.008019296068327315,-0.0016533728774581788,-62269680.0,-0.000604114233443949,0.00039719169907409193,412.906,0.916,,0.0
1529,3269,2020-01-01,90.962,,,,,,206.203,0.818,,0.0
1530,3269,2020-04-01,120.0,,,,,,201.113,,,0.0
1531,3269,2020-07-01,116.864,-0.00019771745125366828,-0.0009464037674457655,-120378853.0,-0.0006421476702390576,-1.2352667955724748e-05,204.748,,,0.0
1532,3269,2020-10-01,125.777,-0.0008843432580109845,-0.0043756867886132755,-25657458.0,-0.003075869791933402,-5.9164083986808046e-05,251.348,,,0.0
1533,3269,2021-01-01,131.243,-6.635246390322364e-06,-3.643300078474718e-05,-3064694030.0,-2.5795397265155372e-05,-5.39694985472987e-07,285.674,,,0.0
1534,3269,2021-04-01,144.355,,,,,,281.046,,,0.0
1535,3269,2021-07-01,148.211,,,,,,348.895,,,0.0
1536,3269,2021-10-01,139.207,-0.0010272933231638408,-3.227588799851408e-05,-3236440776.0,-0.0001879574020049981,-1.4949756027916266e-05,321.678,,,0.0
1537,3269,2023-07-01,,-0.010165007443657233,-0.0001186721686608893,-335032219.0,-0.002032335881105214,-0.00012398509052050305,232.73,,,0.0
1538,3269,2023-10-01,,,,,,,234.261,,,0.0
1539,3269,2024-01-01,,,,,,,282.514,,,0.0
1540,3287,2017-10-01,129.825,-0.007753696109306494,-0.36895085622968066,-209794526.0,,,145.56,0.116,,1.0
1541,3287,2018-01-01,202.003,-0.0013046204420631184,-0.07018586063910186,-1246863032.0,-0.0,,158.768,0.163,,1.0
1542,3287,2018-04-01,182.115,-0.003314002968486994,-0.18818592513297114,-490851401.0,-0.0,,126.014,0.175,,1.0
1543,3287,2018-07-01,221.063,-0.007520743996236208,-0.4059144178805306,-216492278.0,-0.0,,99.167,0.211,,1.0
1544,3287,2018-10-01,209.5,-0.006632201479700252,-0.3601601175654509,-245496613.0,-0.0,,104.839,0.382,,1.0
1545,3287,2019-01-01,248.778,-0.019294325374429894,-1.0617136542668937,-84386625.0,-0.0,,94.967,0.379,,1.0
1546,3287,2019-04-01,214.742,,,,,,122.532,0.399,,1.0
1547,3287,2019-07-01,211.516,,,,,,141.28,0.397,,1.0
1548,3287,2019-10-01,228.813,-0.0,-0.07639714102577308,-88349170.0,-0.03875214673776788,-0.0203231903593435,145.723,0.711,,1.0
1549,3287,2020-01-01,250.698,-0.0,-0.7210792318446874,-10337649.0,-0.28363402549264344,-0.12613370796396745,110.842,0.593,,1.0
1550,3287,2020-04-01,297.551,,,,,,97.378,,,1.0
1551,3287,2020-07-01,280.876,-0.0,-0.014883671948142455,-534281663.0,-0.005756491777633776,-0.002709067333272862,107.305,,,1.0
1552,3287,2020-10-01,310.607,,,,,,93.269,,,1.0
1553,3287,2021-01-01,262.219,-0.0,-0.41219999802414364,-26014037.0,-0.11862664760567534,-0.05603801516850307,97.052,,,1.0
1554,3287,2021-04-01,265.961,,,,,,107.948,,,1.0
1555,3287,2021-07-01,307.605,-0.2328119549903354,-0.09466924375926115,-145390197.0,0.42037768199736325,-0.06842148374006261,94.899,,,1.0
1556,3287,2021-10-01,315.959,,,,,,82.559,,,1.0
1557,3287,2023-07-01,,-0.0849559951074745,-0.0,-833602195.0,,,108.169,,,1.0
1558,3287,2023-10-01,,-0.9898916952359009,-0.0,-68627729.0,,,69.895,,,1.0
1559,3287,2024-01-01,,,,,,,83.295,,,1.0
1560,3292,2017-10-01,109.806,-0.0,-0.11149434438208423,-111427347.0,-0.0,,202.211,0.31,1.0,1.0
1561,3292,2018-01-01,142.042,-0.0,-0.19941500449776722,-61064743.0,-0.0,,161.082,0.323,1.0,1.0
1562,3292,2018-04-01,138.316,,,,,,143.405,0.306,1.0,1.0
1563,3292,2018-07-01,144.519,,,,,,164.488,0.309,1.0,1.0
1564,3292,2018-10-01,146.707,,,,,,142.529,0.318,0.0,1.0
1565,3292,2019-01-01,148.63,-0.0,-0.06683497003896906,-129982343.0,-0.0,,136.771,0.308,1.0,1.0
1566,3292,2019-04-01,154.699,,,,,,160.459,0.299,1.0,1.0
1567,3292,2019-07-01,149.477,-0.0,-0.8793714650205183,-15525373.0,-0.00021088060170921497,-0.00021088060170921497,150.378,0.294,1.0,1.0
1568,3292,2019-10-01,133.028,-0.0,-0.2278364802290675,-66499873.0,-3.6000068752011e-05,-3.6000068752011e-05,199.432,0.252,0.0,1.0
1569,3292,2020-01-01,129.835,-0.0,-1.1266690674633844,-12376447.0,-0.00013832725983474903,-0.00013832725983474903,241.096,0.238,1.0,1.0
1570,3292,2020-04-01,157.207,,,,,,123.591,,1.0,1.0
1571,3292,2020-07-01,121.624,,,,,,145.271,,1.0,1.0
1572,3292,2020-10-01,127.951,-0.0,-1.379009534105871,-12376095.0,-0.0001276654712168903,-0.0001276654712168903,107.854,,0.0,1.0
1573,3292,2021-01-01,128.425,-0.0,-0.011723917290702221,-1243699835.0,-3.2966153766515535e-08,-3.2966153766515535e-08,121.029,,1.0,1.0
1574,3292,2021-04-01,133.787,-0.0,-0.011215382868673735,-1324608279.0,-1.323410118894478e-06,-1.323410118894478e-06,175.691,,1.0,1.0
1575,3292,2021-07-01,147.461,3.0804643866167423,0.29512844791108744,52318562.0,2.2820441624523244,0.29920776492289675,186.898,,1.0,1.0
1576,3292,2021-10-01,154.775,2.2014547820612487,0.19147408654194709,79462899.0,1.6776426316890352,0.2273462990571235,257.978,,0.0,1.0
1577,3292,2023-07-01,,-0.11447060321535182,-0.0018384366428796765,-3278798333.0,-0.10303147698959136,-0.017185568698408874,350.165,,1.0,1.0
1578,3292,2023-10-01,,,,,,,398.315,,1.0,1.0
1579,3292,2024-01-01,,-1.3054680133675327,-0.01803209794760446,-334285174.0,-1.2057602949510409,-0.37264044201972296,428.52,,1.0,1.0
1580,3311,2017-10-01,130.286,,,,,,95.31,0.061,,1.0
1581,3311,2018-01-01,117.718,,,,,,125.36,0.062,,1.0
1582,3311,2018-04-01,136.714,,,,,,125.185,0.133,,1.0
1583,3311,2018-07-01,156.592,,,,,,86.945,0.105,,1.0
1584,3311,2018-10-01,152.429,,,,,,74.165,0.118,,1.0
1585,3311,2019-01-01,138.815,-0.006863111408041124,-0.24987716999874565,-60773019.0,-0.0,,98.591,0.098,,1.0
1586,3311,2019-04-01,111.57,-0.0,-9.056266774914725,-165053.0,-2.5249162390262523,-0.0,133.063,0.098,,1.0
1587,3311,2019-07-01,81.296,-0.00010744373944170953,-0.0013832382220658258,-861911550.0,-0.0006637235572490008,-0.0,142.875,0.098,,1.0
1588,3311,2019-10-01,77.743,,,,,,137.423,0.096,,1.0
1589,3311,2020-01-01,59.618,,,,,,159.036,0.091,,1.0
1590,3311,2020-04-01,80.87,,,,,,167.061,,,1.0
1591,3311,2020-07-01,69.901,-0.0004758350804833783,-0.005500923629088304,-196372659.0,-0.0029131906799713904,-0.0,161.193,,,1.0
1592,3311,2020-10-01,103.717,,,,,,429.391,,,1.0
1593,3311,2021-01-01,97.691,-7.023201663835767e-05,-0.0007875792733000767,-1259525274.0,-0.00045419572898542726,-0.0,400.328,,,1.0
1594,3311,2021-04-01,95.607,-6.5375944532642726e-06,-7.39717949456059e-05,-12805015759.0,-4.467554048872764e-05,-0.0,507.32,,,1.0
1595,3311,2021-07-01,94.657,-0.06158977225603841,-0.002830559360594559,-330546327.0,-0.03394107295586437,-0.0007721792050044471,357.642,,,1.0
1596,3311,2021-10-01,108.557,,,,,,360.884,,,1.0
1597,3311,2023-07-01,,-0.9507235880720795,-0.01279943615106875,-29352543.0,-0.6322164318096732,-0.22664932302458426,106.473,,,1.0
1598,3311,2023-10-01,,,,,,,105.818,,,1.0
1599,3311,2024-01-01,,-0.9117037722045387,-0.023312228473189128,-33452958.0,-0.6396699807532715,-0.4183897280473673,131.494,,,1.0
1600,3340,2017-10-01,148.512,,,,,,337.134,0.0,,1.0
1601,3340,2018-01-01,153.918,,,,,,294.74,0.0,,1.0
1602,3340,2018-04-01,114.239,,,,,,307.018,0.0,,1.0
1603,3340,2018-07-01,114.447,,,,,,434.931,0.0,,1.0
1604,3340,2018-10-01,112.296,-0.002995123324763642,-0.004691398834481608,-323052474.0,,,216.807,0.0,,1.0
1605,3340,2019-01-01,135.211,,,,,,141.344,0.0,,1.0
1606,3340,2019-04-01,126.717,,,,,,80.545,0.0,,1.0
1607,3340,2019-07-01,133.297,,,,,,110.758,0.0,,1.0
1608,3340,2019-10-01,91.157,,,,,,112.399,0.0,,1.0
1609,3340,2020-01-01,156.809,,,,,,84.52,0.0,,1.0
1610,3340,2020-04-01,124.139,-0.0,-7.903273063568874e-05,-24915550610.0,-4.061102304493684e-05,-1.7765611803190249e-06,90.514,,,1.0
1611,3340,2020-07-01,132.565,,,,,,69.668,,,1.0
1612,3340,2020-10-01,129.82,,,,,,68.706,,,1.0
1613,3340,2021-01-01,144.882,-0.0,-0.000256766770451809,-5603123790.0,-0.00019923796829054172,-2.018070709089224e-05,94.024,,,1.0
1614,3340,2021-04-01,140.857,,,,,,76.299,,,1.0
1615,3340,2021-07-01,180.25,,,,,,56.746,,,1.0
1616,3340,2021-10-01,160.817,,,,,,59.632,,,1.0
1617,3340,2023-07-01,,-0.0005193124848831008,-4.508652287967998e-06,-40254601244.0,2.539411566404138e-06,1.0916963189779498e-05,145.361,,,1.0
1618,3340,2023-10-01,,-1.7660429607169612,-0.013017572926593673,-12361060.0,-0.05249404177311655,-0.04345177517138498,172.018,,,1.0
1619,3340,2024-01-01,,-0.4405160615837509,-0.003124029345324328,-51353871.0,-0.027886544326911598,-0.02570999954414342,82.941,,,1.0
1620,3349,2017-10-01,205.805,,,,,,176.565,0.784,1.0,1.0
1621,3349,2018-01-01,192.438,,,,,,181.623,0.74,1.0,1.0
1622,3349,2018-04-01,213.598,-0.0,-2.398280166733222,-164171961.0,-0.0,,152.332,0.75,1.0,1.0
1623,3349,2018-07-01,239.176,-0.0,-6.511231523976505,-52025264.0,-0.0,,133.51,0.704,1.0,1.0
1624,3349,2018-10-01,240.434,-0.0,-0.06492830014095753,-4148763735.0,-0.0,,136.3,0.713,0.0,1.0
1625,3349,2019-01-01,216.676,,,,,,214.015,0.614,1.0,1.0
1626,3349,2019-04-01,232.869,,,,,,157.729,0.631,1.0,1.0
1627,3349,2019-07-01,209.667,,,,,,238.144,0.594,1.0,1.0
1628,3349,2019-10-01,219.973,-6.420610187853333e-06,-0.061546031769390296,-397937256.0,-0.0025548474908315697,-0.0025548474908315697,311.5,0.571,0.0,1.0
1629,3349,2020-01-01,208.138,,,,,,248.187,0.545,1.0,1.0
1630,3349,2020-04-01,231.942,,,,,,143.012,,1.0,1.0
1631,3349,2020-07-01,243.67,,,,,,188.962,,1.0,1.0
1632,3349,2020-10-01,226.907,-1.9223314074193257e-06,-0.015165144277199654,-1645918070.0,-0.0007924246192886138,-0.0007924246192886138,108.067,,0.0,1.0
1633,3349,2021-01-01,263.6,-4.976036695469909e-06,-0.044385783369350514,-588420098.0,-0.0017777434923713295,-0.0017777434923713295,118.753,,1.0,1.0
1634,3349,2021-04-01,281.114,-1.550626072771574e-05,-0.1476966475686563,-193470241.0,-0.005913126453385665,-0.00591309544086421,127.228,,1.0,1.0
1635,3349,2021-07-01,283.895,-3.46749946229624,-0.5562174933439851,-57940826.0,4.61838031097451,-0.11367069568528415,152.609,,1.0,1.0
1636,3349,2021-10-01,268.01,2.1424788048322863,0.31886763026688625,98320996.0,-2.7218276450332133,0.07857974709694764,163.249,,0.0,1.0
1637,3349,2023-07-01,,,,,,,149.123,,1.0,1.0
1638,3349,2023-10-01,,,,,,,103.898,,1.0,1.0
1639,3349,2024-01-01,,1.5285302519342379,0.0519561878828226,182641710.0,-1.3155273951388213,0.12238776126220019,96.632,,1.0,1.0
1640,3365,2017-10-01,82.224,-0.005063713148371118,-0.06595967639238574,-11080209.0,-0.0,,295.456,0.127,,1.0
1641,3365,2018-01-01,67.01,,,,,,288.062,0.136,,1.0
1642,3365,2018-04-01,62.664,,,,,,362.483,0.134,,1.0
1643,3365,2018-07-01,51.281,,,,,,533.942,0.251,,1.0
1644,3365,2018-10-01,51.818,,,,,,265.749,0.247,,1.0
1645,3365,2019-01-01,39.271,,,,,,209.002,0.193,,1.0
1646,3365,2019-04-01,48.479,,,,,,470.821,0.199,,1.0
1647,3365,2019-07-01,68.3,,,,,,472.639,0.197,,1.0
1648,3365,2019-10-01,74.193,,,,,,545.476,0.209,,1.0
1649,3365,2020-01-01,34.775,,,,,,604.635,0.125,,1.0
1650,3365,2020-04-01,36.625,,,,,,306.015,,,1.0
1651,3365,2020-07-01,36.711,,,,,,407.026,,,1.0
1652,3365,2020-10-01,72.576,,,,,,399.659,,,1.0
1653,3365,2021-01-01,58.371,,,,,,211.586,,,1.0
1654,3365,2021-04-01,52.745,,,,,,302.633,,,1.0
1655,3365,2021-07-01,46.004,,,,,,232.363,,,1.0
1656,3365,2021-10-01,45.425,,,,,,166.044,,,1.0
1657,3365,2023-07-01,,,,,,,81.598,,,1.0
1658,3365,2023-10-01,,,,,,,77.781,,,1.0
1659,3365,2024-01-01,,,,,,,87.357,,,1.0
1660,3368,2017-10-01,266.472,-0.1721153604879361,-3.0604838334382083,-13430283.0,-0.0,,133.455,1.946,,
1661,3368,2018-01-01,260.892,,,,,,109.122,1.763,,
1662,3368,2018-04-01,262.879,,,,,,158.9,1.706,,
1663,3368,2018-07-01,203.997,-0.2394468855902425,-4.201850648363589,-11874433.0,-0.0,,164.99,1.478,,
1664,3368,2018-10-01,180.624,-0.002280082847567187,-0.02971959673262912,-1594083743.0,-0.0,,121.047,0.872,,
1665,3368,2019-01-01,172.782,-0.001517050065261763,-0.03285289091039514,-1874226873.0,-0.0,,95.216,0.804,,
1666,3368,2019-04-01,140.232,0.013962555795646547,-0.02538900266329181,-187580271.0,-0.013549175435405998,-0.0,112.353,0.777,,
1667,3368,2019-07-01,141.321,0.037823005375485066,-0.06049813610031774,-69246216.0,-0.03670320411443132,-0.0,111.573,0.748,,
1668,3368,2019-10-01,159.046,0.0006158303948156778,-0.0010514494554597032,-4252956694.0,-0.000597597902556964,-0.0,114.955,0.705,,
1669,3368,2020-01-01,176.747,,,,,,143.836,0.625,,
1670,3368,2020-04-01,167.151,,,,,,130.474,,,
1671,3368,2020-07-01,174.703,,,,,,161.321,,,
1672,3368,2020-10-01,151.254,,,,,,134.115,,,
1673,3368,2021-01-01,157.112,,,,,,109.578,,,
1674,3368,2021-04-01,153.973,,,,,,96.35,,,
1675,3368,2021-07-01,158.852,,,,,,89.901,,,
1676,3368,2021-10-01,192.116,0.3854297824497353,-0.05367610355816054,-88736918.0,0.5702496451364245,0.010767615345847373,131.947,,,
1677,3368,2023-07-01,,,,,,,173.329,,,
1678,3368,2023-10-01,,,,,,,384.348,,,
1679,3368,2024-01-01,,,,,,,299.586,,,
1680,3388,2017-10-01,217.523,,,,,,159.067,1.242,,1.0
1681,3388,2018-01-01,200.558,,,,,,202.323,1.195,,1.0
1682,3388,2018-04-01,199.91,-0.004907564732176752,-0.07665507221411394,-196840399.0,-0.0,,132.199,1.15,,1.0
1683,3388,2018-07-01,270.547,,,,,,129.354,0.992,,1.0
1684,3388,2018-10-01,304.877,-0.0007570907063653461,-0.012246726514963911,-1275946187.0,-0.0,,113.511,0.763,,1.0
1685,3388,2019-01-01,216.445,-6.909898740370174e-05,-0.0010435247022181134,-13980045675.0,-0.0,,106.804,0.682,,1.0
1686,3388,2019-04-01,195.935,-0.0,-0.002313402661516129,-334113474.0,-0.002894019772456109,-2.76552749860067e-06,120.882,0.619,,1.0
1687,3388,2019-07-01,189.018,,,,,,92.939,0.492,,1.0
1688,3388,2019-10-01,164.396,-0.0,-0.013997027958494395,-61217853.0,-0.01578273253065572,-2.907648525341129e-06,149.926,0.497,,1.0
1689,3388,2020-01-01,179.246,,,,,,106.651,0.508,,1.0
1690,3388,2020-04-01,215.904,,,,,,85.051,,,1.0
1691,3388,2020-07-01,233.399,,,,,,120.787,,,1.0
1692,3388,2020-10-01,269.37,,,,,,95.355,,,1.0
1693,3388,2021-01-01,286.849,,,,,,111.406,,,1.0
1694,3388,2021-04-01,275.715,,,,,,91.46,,,1.0
1695,3388,2021-07-01,296.594,,,,,,101.967,,,1.0
1696,3388,2021-10-01,337.516,,,,,,95.048,,,1.0
1697,3388,2023-07-01,,,,,,,95.93,,,1.0
1698,3388,2023-10-01,,,,,,,90.714,,,1.0
1699,3388,2024-01-01,,,,,,,102.63,,,1.0
1700,3421,2017-10-01,125.146,,,,,,219.753,0.482,,1.0
1701,3421,2018-01-01,115.332,-2.8776812727456826e-05,-1.3867627625621325e-05,-26204986881.0,-0.0,,276.342,0.467,,1.0
1702,3421,2018-04-01,147.706,,,,,,151.735,0.447,,1.0
1703,3421,2018-07-01,82.248,,,,,,169.206,0.565,,1.0
1704,3421,2018-10-01,107.043,,,,,,187.358,0.745,,1.0
1705,3421,2019-01-01,82.605,,,,,,220.277,0.756,,1.0
1706,3421,2019-04-01,127.118,,,,,,231.603,0.772,,1.0
1707,3421,2019-07-01,94.173,,,,,,133.282,0.824,,1.0
1708,3421,2019-10-01,70.295,,,,,,352.783,0.682,,1.0
1709,3421,2020-01-01,83.833,,,,,,338.23,0.768,,1.0
1710,3421,2020-04-01,83.759,,,,,,500.417,,,1.0
1711,3421,2020-07-01,87.975,,,,,,410.342,,,1.0
1712,3421,2020-10-01,91.213,,,,,,231.258,,,1.0
1713,3421,2021-01-01,80.033,,,,,,256.456,,,1.0
1714,3421,2021-04-01,80.304,,,,,,191.772,,,1.0
1715,3421,2021-07-01,93.65,,,,,,162.929,,,1.0
1716,3421,2021-10-01,105.613,,,,,,137.692,,,1.0
1717,3421,2023-07-01,,,,,,,137.839,,,1.0
1718,3421,2023-10-01,,,,,,,196.245,,,1.0
1719,3421,2024-01-01,,,,,,,146.879,,,1.0
1720,3431,2017-10-01,255.941,,,,,,205.94,0.028,,1.0
1721,3431,2018-01-01,326.139,,,,,,143.251,0.018,,1.0
1722,3431,2018-04-01,319.842,,,,,,147.29,0.293,,1.0
1723,3431,2018-07-01,321.079,-3.555969347345528e-05,-7.506063678913031e-05,-1650745388.0,-0.0,,135.303,0.598,,1.0
1724,3431,2018-10-01,423.375,-9.838526219209779e-05,-0.00018943604555365692,-596634076.0,-0.0,,65.761,0.022,,1.0
1725,3431,2019-01-01,468.185,-0.0002892997438095523,-0.0005111586410383565,-202903740.0,-0.0,,50.146,0.402,,1.0
1726,3431,2019-04-01,509.953,,,,,,64.628,0.643,,1.0
1727,3431,2019-07-01,,,,,,,,,,1.0
1728,3431,2019-10-01,,,,,,,,,,1.0
1729,3431,2020-01-01,,,,,,,,,,1.0
1730,3431,2020-04-01,,,,,,,,,,1.0
1731,3431,2020-07-01,,,,,,,,,,1.0
1732,3431,2020-10-01,,,,,,,,,,1.0
1733,3431,2021-01-01,,,,,,,,,,1.0
1734,3431,2021-04-01,,,,,,,,,,1.0
1735,3431,2021-07-01,,,,,,,,,,1.0
1736,3431,2021-10-01,,,,,,,,,,1.0
1737,3431,2023-07-01,,,,,,,,,,1.0
1738,3431,2023-10-01,,,,,,,,,,1.0
1739,3431,2024-01-01,,,,,,,,,,1.0
1740,3450,2017-10-01,149.926,-0.0002839711530764302,-0.0018283043352135195,-133052247.0,-0.0,,94.068,0.012,,1.0
1741,3450,2018-01-01,192.052,,,,,,98.142,0.895,,1.0
1742,3450,2018-04-01,279.097,-0.00013414929441351857,-0.0010185696062264985,-281648891.0,-0.0,,57.302,1.516,,1.0
1743,3450,2018-07-01,260.035,-0.0005507707642021248,-0.004493964655627675,-68600228.0,-0.0,,76.37,1.126,,1.0
1744,3450,2018-10-01,150.477,,,,,,115.873,0.86,,1.0
1745,3450,2019-01-01,167.0,,,,,,101.221,0.731,,1.0
1746,3450,2019-04-01,197.824,,,,,,109.246,0.828,,1.0
1747,3450,2019-07-01,278.22,,,,,,92.035,0.755,,1.0
1748,3450,2019-10-01,291.852,,,,,,92.62,0.786,,1.0
1749,3450,2020-01-01,385.206,,,,,,89.288,0.731,,1.0
1750,3450,2020-04-01,425.686,,,,,,85.878,,,1.0
1751,3450,2020-07-01,459.439,,,,,,73.52,,,1.0
1752,3450,2020-10-01,237.435,,,,,,74.002,,,1.0
1753,3450,2021-01-01,265.774,,,,,,94.922,,,1.0
1754,3450,2021-04-01,245.005,,,,,,99.273,,,1.0
1755,3450,2021-07-01,220.508,,,,,,81.049,,,1.0
1756,3450,2021-10-01,268.607,,,,,,63.644,,,1.0
1757,3450,2023-07-01,,,,,,,75.816,,,1.0
1758,3450,2023-10-01,,,,,,,103.885,,,1.0
1759,3450,2024-01-01,,,,,,,144.789,,,1.0
1760,3454,2017-10-01,,,,,,,,0.0,,
1761,3454,2018-01-01,0.0,,,,,,0.0,0.0,,
1762,3454,2018-04-01,0.0,,,,,,0.0,0.0,,
1763,3454,2018-07-01,0.0,,,,,,0.0,0.0,,
1764,3454,2018-10-01,0.0,,,,,,0.0,0.0,,
1765,3454,2019-01-01,0.0,,,,,,0.0,0.0,,
1766,3454,2019-04-01,0.0,,,,,,0.0,0.0,,
1767,3454,2019-07-01,0.0,,,,,,0.0,0.0,,
1768,3454,2019-10-01,0.0,,,,,,0.0,0.0,,
1769,3454,2020-01-01,0.0,,,,,,0.0,0.0,,
1770,3454,2020-04-01,0.0,,,,,,0.0,,,
1771,3454,2020-07-01,0.0,,,,,,0.0,,,
1772,3454,2020-10-01,0.0,,,,,,0.0,,,
1773,3454,2021-01-01,0.0,,,,,,0.0,,,
1774,3454,2021-04-01,0.0,,,,,,0.0,,,
1775,3454,2021-07-01,0.0,,,,,,0.0,,,
1776,3454,2021-10-01,0.0,,,,,,0.0,,,
1777,3454,2023-07-01,,,,,,,0.0,,,
1778,3454,2023-10-01,,,,,,,0.0,,,
1779,3454,2024-01-01,,,,,,,0.0,,,
1780,3470,2017-10-01,35.338,,,,,,176.293,0.047,,1.0
1781,3470,2018-01-01,36.932,,,,,,214.175,0.047,,1.0
1782,3470,2018-04-01,43.289,,,,,,179.344,0.048,,1.0
1783,3470,2018-07-01,43.863,,,,,,127.21,0.057,,1.0
1784,3470,2018-10-01,26.438,,,,,,277.099,0.063,,1.0
1785,3470,2019-01-01,27.492,,,,,,250.729,0.031,,1.0
1786,3470,2019-04-01,55.687,-0.0,-0.0010837020182782775,-238046064.0,-0.0011426359899821743,-0.0,274.728,0.034,,1.0
1787,3470,2019-07-01,55.416,,,,,,214.748,0.026,,1.0
1788,3470,2019-10-01,37.911,,,,,,172.168,0.066,,1.0
1789,3470,2020-01-01,21.427,,,,,,196.988,0.061,,1.0
1790,3470,2020-04-01,17.471,,,,,,218.33,,,1.0
1791,3470,2020-07-01,23.491,,,,,,263.211,,,1.0
1792,3470,2020-10-01,10.311,-0.0,-1.1149980826500071e-05,-27601841186.0,-9.854415079308616e-06,-0.0,199.212,,,1.0
1793,3470,2021-01-01,7.611,,,,,,235.684,,,1.0
1794,3470,2021-04-01,5.764,,,,,,256.11,,,1.0
1795,3470,2021-07-01,0.0,-0.0020314058392231003,-3.4165657764947485e-05,-7735399149.0,-0.0012927775034456725,-9.318420240708383e-05,173.19,,,1.0
1796,3470,2021-10-01,0.0,,,,,,211.373,,,1.0
1797,3470,2023-07-01,,,,,,,200.447,,,1.0
1798,3470,2023-10-01,,,,,,,128.643,,,1.0
1799,3470,2024-01-01,,-0.00039113276749929397,-1.576888108346018e-06,-45631646037.0,-0.0002659279481209305,-2.7724728557330256e-05,161.923,,,1.0
1800,3532,2017-10-01,,,,,,,,,,0.0
1801,3532,2018-01-01,,,,,,,,,,0.0
1802,3532,2018-04-01,,,,,,,,,,0.0
1803,3532,2018-07-01,,,,,,,,,,0.0
1804,3532,2018-10-01,,-6.898985415719963e-05,-3.8110464657764945e-06,-181577424.0,-0.0,,,,,0.0
1805,3532,2019-01-01,,-0.0002867251371371223,-2.3655154193061093e-05,-68103551.0,-0.0,,,,,0.0
1806,3532,2019-04-01,,,,,,,,,,0.0
1807,3532,2019-07-01,,,,,,,,,,0.0
1808,3532,2019-10-01,,,,,,,,,,0.0
1809,3532,2020-01-01,,,,,,,,,,0.0
1810,3532,2020-04-01,,,,,,,,,,0.0
1811,3532,2020-07-01,,,,,,,,,,0.0
1812,3532,2020-10-01,,,,,,,,,,0.0
1813,3532,2021-01-01,,,,,,,,,,0.0
1814,3532,2021-04-01,,,,,,,,,,0.0
1815,3532,2021-07-01,,,,,,,,,,0.0
1816,3532,2021-10-01,,0.0001201388992472735,-7.820543361543762e-06,-187582874.0,0.0006027362604541394,,,,,0.0
