,REGN_GKO,DATE,RESERVES,BALANCE_INCOME,CAPITAL,NET_INCOME,LIABILITIES,NET_ASSETS,LIQUIDITY_NORM,INSIDE_NORM,RISK_NORM,MAX_NORM
1017,2312,2023-07-01,0.0,,,,,,89.938,,,
1018,2312,2023-10-01,0.0,,,,,,89.099,,,
1019,2312,2024-01-01,0.0,,,,,,84.602,,,
1020,2440,2017-10-01,3925117.0,0.0,2354701.0,,15473.0,,196.548,0.932,,143.93
1021,2440,2018-01-01,3795768.0,0.0,2354701.0,,30657.0,,180.621,0.784,,127.773
1022,2440,2018-04-01,3287541.0,0.0,2354701.0,,20396.0,-122632990.0,216.428,0.733,,116.55
1023,2440,2018-07-01,5495501.0,0.0,2354701.0,,20903.0,-1361457942.0,156.486,0.789,,122.642
1024,2440,2018-10-01,7950008.0,0.0,2354701.0,,17224.0,-14190813250.0,252.682,0.757,,71.789
1025,2440,2019-01-01,6166190.0,0.0,2354701.0,,34748.0,,219.516,0.856,,84.788
1026,2440,2019-04-01,1080114.0,2354701.0,,,75239739.0,,231.437,0.818,,76.991
1027,2440,2019-07-01,1147142.0,2354701.0,,,76806870.0,,263.848,0.81,,103.403
1028,2440,2019-10-01,1500791.0,2354701.0,,,83505733.0,,334.226,0.885,,101.864
1029,2440,2020-01-01,1416260.0,2354701.0,,,86463659.0,,184.458,0.651,,77.358
1030,2440,2020-04-01,1397042.0,2354701.0,,,97543266.0,,158.086,,,89.891
1031,2440,2020-07-01,1385498.0,2354701.0,,0.0,88705320.0,,186.576,,,77.697
1032,2440,2020-10-01,1517955.0,2354701.0,,0.0,95366114.0,,146.604,,,90.207
1033,2440,2021-01-01,0.0,,,,,,189.441,,,98.004
1034,2440,2021-04-01,0.0,,,,,,211.342,,,112.972
1035,2440,2021-07-01,0.0,,,,,,117.975,,,126.815
1036,2440,2021-10-01,0.0,,,,,,96.504,,,100.006
1037,2440,2023-07-01,0.0,,,,,,137.484,,,
1038,2440,2023-10-01,0.0,,,,,,131.777,,,
1039,2440,2024-01-01,421493.0,20862407.0,25879458.0,6943963.0,195317103.0,,163.373,,,
1040,2443,2017-10-01,819615.0,0.0,780462.0,,73200.0,-3135836.0,182.441,0.305,,104.025
1041,2443,2018-01-01,807921.0,0.0,780462.0,,276552.0,-2889293135.0,211.747,0.29,,125.041
1042,2443,2018-04-01,796905.0,0.0,780462.0,,72462.0,-302738988.0,149.489,0.22,,118.138
1043,2443,2018-07-01,1123583.0,0.0,961554.0,,78253.0,-52463780.0,130.588,0.229,,125.119
1044,2443,2018-10-01,851098.0,0.0,961554.0,,67070.0,,141.903,0.333,,142.404
1045,2443,2019-01-01,811693.0,0.0,961554.0,,55322.0,-185306063.0,121.485,1.543,,155.928
1046,2443,2019-04-01,1420399.0,1096599.0,,135045.0,68098216.0,,93.802,1.546,,178.295
1047,2443,2019-07-01,973175.0,1255801.0,0.0,152643.0,75326911.0,-416072362.0,101.2,1.465,,158.459
1048,2443,2019-10-01,1060399.0,1214781.0,0.0,111623.0,76820924.0,-249141612.0,58.373,1.454,,165.559
1049,2443,2020-01-01,1023131.0,1387573.0,0.0,284415.0,74638250.0,-230415916.0,89.825,1.401,,191.746
1050,2443,2020-04-01,1219996.0,1265590.0,,162432.0,77566805.0,,106.253,,,178.363
1051,2443,2020-07-01,1157178.0,1193061.0,0.0,89903.0,72157452.0,,130.562,,,176.325
1052,2443,2020-10-01,1181748.0,1198237.0,0.0,95079.0,73357442.0,-88705320.0,104.226,,,189.103
1053,2443,2021-01-01,995791.0,1288454.0,0.0,62136.0,74504899.0,-72157452.0,96.572,,,176.751
1054,2443,2021-04-01,998908.0,1286406.0,0.0,60088.0,77373349.0,-12641359.0,105.426,,,166.257
1055,2443,2021-07-01,979413.0,1866098.0,21638156.0,658935.0,80069710.0,,89.148,,,168.408
1056,2443,2021-10-01,1038411.0,2254827.0,24238659.0,1283444.0,88349170.0,-469558036.0,106.343,,,206.933
1057,2443,2023-07-01,215383.0,4065718.0,22143970.0,366164.0,96531669.0,,143.915,,,
1058,2443,2023-10-01,216734.0,5323316.0,21819750.0,1788954.0,108066181.0,-5091907.0,131.326,,,
1059,2443,2024-01-01,222237.0,3142085.0,19452761.0,1543456.0,118637340.0,,133.355,,,
1060,2534,2017-10-01,0.0,,,,,,193.771,0.328,,0.0
1061,2534,2018-01-01,72818.0,,756.0,,6544.0,,115.33,0.311,,0.0
1062,2534,2018-04-01,73609.0,,756.0,,5562.0,-543549636.0,109.827,0.723,,0.0
1063,2534,2018-07-01,73127.0,,756.0,,1116.0,-68374392.0,169.72,1.22,,0.0
1064,2534,2018-10-01,79730.0,,756.0,,1540.0,-26004708.0,180.465,0.807,,0.0
1065,2534,2019-01-01,82481.0,,756.0,,15798.0,-112544903.0,197.979,0.826,,0.0
1066,2534,2019-04-01,92095.0,756.0,,,11775608.0,,114.512,0.82,,0.0
1067,2534,2019-07-01,91589.0,756.0,,,11956926.0,,176.21,0.737,,0.0
1068,2534,2019-10-01,98505.0,756.0,,,12400243.0,,236.009,0.658,,0.0
1069,2534,2020-01-01,102142.0,756.0,,,13039985.0,,214.049,0.748,,0.0
1070,2534,2020-04-01,97080.0,756.0,,,12692366.0,,130.029,,,0.0
1071,2534,2020-07-01,89249.0,756.0,,,12641359.0,,165.531,,,0.0
1072,2534,2020-10-01,90807.0,756.0,,,11957922.0,,175.856,,,0.0
1073,2534,2021-01-01,87781.0,756.0,,,11282502.0,,160.655,,,0.0
1074,2534,2021-04-01,86335.0,756.0,,,10735709.0,,88.026,,,0.0
1075,2534,2021-07-01,85553.0,3263520.0,3774703.0,791016.0,10448177.0,,180.689,,,0.0
1076,2534,2021-10-01,87620.0,3237511.0,3749093.0,964841.0,10337649.0,,175.213,,,0.0
1077,2534,2023-07-01,21593.0,3725178.0,4241876.0,441615.0,11136316.0,-9116247.0,218.563,,,
1078,2534,2023-10-01,21593.0,3904829.0,4421527.0,621253.0,11474231.0,-890457579.0,347.789,,,
1079,2534,2024-01-01,113648.0,4775280.0,8677411.0,1749914.0,54246410.0,-1113897054.0,171.733,,,
1080,2546,2017-10-01,4095017.0,,682000.0,,266439.0,-113962285.0,107.161,0.101,,315.104
1081,2546,2018-01-01,4553563.0,,682000.0,,306424.0,-110222069.0,100.612,0.095,,438.325
1082,2546,2018-04-01,4984568.0,,682000.0,,307992.0,-3119889348.0,81.595,0.07,,327.593
1083,2546,2018-07-01,5099469.0,,682000.0,,328132.0,,73.589,0.108,,393.426
1084,2546,2018-10-01,5030487.0,,682000.0,,315369.0,-651080431.0,70.889,0.108,,303.807
1085,2546,2019-01-01,0.0,,,,,,95.616,0.161,,369.018
1086,2546,2019-04-01,0.0,,,,,,68.942,0.133,,338.242
1087,2546,2019-07-01,0.0,,,,,,82.449,0.16,,298.252
1088,2546,2019-10-01,0.0,,,,,,67.536,0.165,,340.989
1089,2546,2020-01-01,0.0,,,,,,140.088,0.221,,355.872
1090,2546,2020-04-01,0.0,,,,,,92.928,,,320.194
1091,2546,2020-07-01,0.0,,,,,,62.14,,,331.398
1092,2546,2020-10-01,0.0,,,,,,65.736,,,324.607
1093,2546,2021-01-01,0.0,,,,,,100.103,,,342.988
1094,2546,2021-04-01,0.0,,,,,,93.695,,,338.578
1095,2546,2021-07-01,0.0,,,,,,83.702,,,330.688
1096,2546,2021-10-01,0.0,,,,,,90.878,,,339.037
1097,2546,2023-07-01,0.0,,,,,,90.313,,,
1098,2546,2023-10-01,0.0,,,,,,125.932,,,
1099,2546,2024-01-01,0.0,,,,,,123.821,,,
1100,2590,2017-10-01,24415762.0,0.0,4210837.0,,198662.0,-276657617.0,234.29,0.25,,160.048
1101,2590,2018-01-01,19610139.0,0.0,4210837.0,,188420.0,-629890211.0,330.786,0.216,,152.423
1102,2590,2018-04-01,19988689.0,0.0,4210837.0,,1006406.0,-42881414.0,392.058,0.237,,149.861
1103,2590,2018-07-01,19318921.0,0.0,4210838.0,,1414202.0,,459.947,0.241,,166.948
1104,2590,2018-10-01,12118583.0,0.0,4210837.0,,1472426.0,-42327945.0,259.351,0.235,,142.222
1105,2590,2019-01-01,9268786.0,0.0,4210837.0,,1768711.0,3245206.0,210.697,0.271,,168.332
1106,2590,2019-04-01,3304953.0,4210837.0,234884.0,0.0,443240933.0,,279.843,0.299,,168.318
1107,2590,2019-07-01,3266126.0,4285649.0,240706.0,74812.0,395661783.0,,339.251,0.257,,130.858
1108,2590,2019-10-01,3319821.0,4212352.0,359241.0,1515.0,441422523.0,,231.861,0.322,,153.71
1109,2590,2020-01-01,3796331.0,4331739.0,348580.0,120902.0,468398429.0,-126682340.0,648.096,0.382,,196.346
1110,2590,2020-04-01,4005885.0,4355036.0,162957.0,144199.0,495677620.0,,622.177,,,201.795
1111,2590,2020-07-01,3925012.0,4359527.0,234549.0,148690.0,493796695.0,,352.216,,,194.096
1112,2590,2020-10-01,3612460.0,4360625.0,254068.0,149788.0,483037970.0,,333.165,,,211.637
1113,2590,2021-01-01,4532417.0,4246070.0,292893.0,35233.0,495037784.0,-100470164.0,331.94,,,208.775
1114,2590,2021-04-01,4465460.0,4254551.0,202030.0,43714.0,481191696.0,-1401628498.0,421.953,,,202.88
1115,2590,2021-07-01,4597345.0,26247810.0,78577487.0,2221237.0,500987130.0,-15198396215.0,185.637,,,226.471
1116,2590,2021-10-01,4511315.0,28607331.0,82274790.0,4413381.0,534281663.0,,230.683,,,247.92
1117,2590,2023-07-01,2077527.0,35541644.0,92358674.0,-2310776.0,815885870.0,,132.23,,,
1118,2590,2023-10-01,2083837.0,34200060.0,92932303.0,-2860703.0,832521482.0,-3668561143.0,114.439,,,
1119,2590,2024-01-01,2139401.0,39740057.0,100067440.0,2788783.0,758329734.0,-106519902.0,142.807,,,
1120,2593,2017-10-01,41614.0,0.0,123049.0,,336358.0,,93.403,1.76,,73.005
1121,2593,2018-01-01,38607.0,0.0,123049.0,,254499.0,-201709355.0,150.378,1.821,,63.798
1122,2593,2018-04-01,40678.0,0.0,123049.0,,254499.0,-29943946590.0,83.662,2.038,,74.613
1123,2593,2018-07-01,31100.0,0.0,123049.0,,254499.0,-18824306.0,87.365,2.432,,77.496
1124,2593,2018-10-01,37248.0,0.0,123049.0,,254499.0,-63280226.0,110.489,0.018,,62.495
1125,2593,2019-01-01,29453.0,0.0,123049.0,,273512.0,,128.936,0.018,,48.046
1126,2593,2019-04-01,0.0,,,,,,117.943,0.016,,52.048
1127,2593,2019-07-01,0.0,,,,,,110.228,0.017,,54.687
1128,2593,2019-10-01,0.0,,,,,,125.315,0.0,,41.086
1129,2593,2020-01-01,0.0,,,,,,124.398,0.0,,36.214
1130,2593,2020-04-01,0.0,,,,,,129.794,,,24.725
1131,2593,2020-07-01,0.0,,,,,,128.749,,,31.356
1132,2593,2020-10-01,0.0,,,,,,269.058,,,19.08
1133,2593,2021-01-01,0.0,,,,,,1442.244,,,0.0
1134,2593,2021-04-01,0.0,,,,,,,,,
1135,2593,2021-07-01,0.0,,,,,,,,,
1136,2593,2021-10-01,0.0,,,,,,,,,
1137,2593,2023-07-01,0.0,,,,,,,,,
1138,2593,2023-10-01,0.0,,,,,,,,,
1139,2593,2024-01-01,0.0,,,,,,,,,
1140,2602,2017-10-01,868103.0,,735514.0,,,-240134735.0,92.547,0.717,,351.892
1141,2602,2018-01-01,339361.0,,735514.0,,,-76434866.0,135.174,0.537,,287.061
1142,2602,2018-04-01,325869.0,,735514.0,,-502.0,,142.184,0.642,,293.762
1143,2602,2018-07-01,331840.0,,262750.0,,648.0,-95103364.0,154.552,0.815,,333.463
1144,2602,2018-10-01,424689.0,,262750.0,,18409.0,-73094692.0,131.755,0.685,,247.628
1145,2602,2019-01-01,631035.0,,262750.0,,1832.0,-11695172.0,97.311,1.14,,203.235
1146,2602,2019-04-01,380744.0,263522.0,368.0,772.0,23937775.0,,81.124,1.17,,209.265
1147,2602,2019-07-01,383843.0,264041.0,368.0,826.0,26286935.0,-483037602.0,85.038,1.275,,215.934
1148,2602,2019-10-01,384324.0,266101.0,368.0,1295.0,24202575.0,,97.661,1.227,,223.429
1149,2602,2020-01-01,330960.0,266090.0,368.0,1284.0,26341243.0,-25246651.0,144.601,1.172,,209.279
1150,2602,2020-04-01,345209.0,267345.0,368.0,2539.0,25652323.0,,104.288,,,247.954
1151,2602,2020-07-01,393860.0,267262.0,368.0,2456.0,26911657.0,-142950530.0,90.761,,,211.377
1152,2602,2020-10-01,399680.0,267951.0,368.0,2978.0,25247019.0,,105.003,,,164.051
1153,2602,2021-01-01,378504.0,268516.0,368.0,2886.0,25363777.0,-591815935.0,90.549,,,188.064
1154,2602,2021-04-01,365879.0,268272.0,368.0,2642.0,23712494.0,-92871064.0,88.047,,,181.269
1155,2602,2021-07-01,423765.0,145733.0,3919081.0,139826.0,25839822.0,,99.397,,,211.013
1156,2602,2021-10-01,421686.0,308906.0,4071007.0,333722.0,26014037.0,-107163970.0,73.508,,,212.834
1157,2602,2023-07-01,62195.0,319568.0,5004545.0,15992.0,32719419.0,-53163842.0,130.232,,,
1158,2602,2023-10-01,62130.0,301633.0,4979779.0,72650.0,31231048.0,-92706784.0,126.997,,,
1159,2602,2024-01-01,62487.0,645660.0,5352910.0,441052.0,35051574.0,,107.149,,,
1160,2609,2017-10-01,34212.0,0.0,13876.0,,38627.0,,922.955,0.399,,307.392
1161,2609,2018-01-01,34608.0,0.0,13876.0,,38370.0,-78805223.0,518.916,0.369,,302.332
1162,2609,2018-04-01,36671.0,0.0,13876.0,,38161.0,-33401338.0,1072.492,0.387,,255.751
1163,2609,2018-07-01,36830.0,0.0,14278.0,,40224.0,,971.679,0.346,,291.418
1164,2609,2018-10-01,37589.0,0.0,14278.0,,38859.0,-63140440.0,736.484,,,
1165,2609,2019-01-01,23427.0,0.0,14278.0,,33220.0,-11825637.0,624.31,,,
1166,2609,2019-04-01,7160.0,15296.0,0.0,1018.0,2449495.0,,384.453,,,
1167,2609,2019-07-01,5914.0,15307.0,0.0,731.0,2568710.0,,365.37,,,
1168,2609,2019-10-01,0.0,,,,,,355.218,,,
1169,2609,2020-01-01,0.0,,,,,,338.944,,,
1170,2609,2020-04-01,0.0,,,,,,302.26,,,
1171,2609,2020-07-01,0.0,,,,,,338.016,,,
1172,2609,2020-10-01,0.0,,,,,,379.909,,,
1173,2609,2021-01-01,0.0,,,,,,285.002,,,
1174,2609,2021-04-01,0.0,,,,,,425.102,,,
1175,2609,2021-07-01,0.0,,,,,,410.996,,,
1176,2609,2021-10-01,0.0,,,,,,444.39,,,
1177,2609,2023-07-01,0.0,,,,,,110.527,,,
1178,2609,2023-10-01,0.0,,,,,,71.655,,,
1179,2609,2024-01-01,0.0,,,,,,176.809,,,
1180,2618,2017-10-01,708681.0,0.0,4342300.0,,0.0,,91.231,0.423,,551.311
1181,2618,2018-01-01,733759.0,0.0,5246035.0,,0.0,-57710108.0,77.955,0.098,,489.322
1182,2618,2018-04-01,701726.0,0.0,5246035.0,,0.0,5184554.0,105.054,0.073,,454.505
1183,2618,2018-07-01,758062.0,0.0,3704569.0,,0.0,-1073546202.0,89.608,0.011,,475.746
1184,2618,2018-10-01,764171.0,0.0,3704569.0,,0.0,,102.008,0.008,,443.419
1185,2618,2019-01-01,756662.0,0.0,3704569.0,,343273.0,,113.392,0.005,,469.64
1186,2618,2019-04-01,810948.0,3763811.0,0.0,59242.0,131011659.0,,131.891,0.078,,462.343
1187,2618,2019-07-01,774894.0,1513571.0,0.0,50459.0,124424802.0,-215287482.0,145.729,0.208,,421.368
1188,2618,2019-10-01,805964.0,1492592.0,0.0,29480.0,126093310.0,,144.276,0.213,,362.364
1189,2618,2020-01-01,819119.0,4540028.0,0.0,26916.0,146882987.0,,100.332,0.192,,234.482
1190,2618,2020-04-01,918667.0,4553194.0,0.0,40082.0,178912408.0,-6762313447.0,132.621,,,248.771
1191,2618,2020-07-01,999469.0,4551058.0,0.0,37946.0,163880231.0,-299918015.0,193.061,,,239.745
1192,2618,2020-10-01,1013603.0,1502314.0,0.0,39202.0,142950898.0,-645238581.0,192.336,,,276.133
1193,2618,2021-01-01,1074658.0,1492609.0,0.0,29497.0,150127731.0,-46536154.0,143.701,,,311.055
1194,2618,2021-04-01,1109527.0,1489858.0,0.0,26746.0,168646755.0,,84.567,,,338.643
1195,2618,2021-07-01,1040105.0,4110672.0,12990449.0,973477.0,161492397.0,-35293703.0,63.852,,,298.453
1196,2618,2021-10-01,1103818.0,3982358.0,12558772.0,566173.0,179238773.0,11635265.0,74.358,,,307.329
1197,2618,2023-07-01,330568.0,-41997081.0,-36816696.0,15942204.0,248029753.0,,73.241,,,
1198,2618,2023-10-01,330249.0,-32246297.0,-26867507.0,25663311.0,265733312.0,,84.39,,,
1199,2618,2024-01-01,329746.0,-49492799.0,-43002333.0,8416809.0,269049010.0,,85.849,,,
1200,2647,2017-10-01,118203.0,0.0,7680.0,,25664.0,-118057020.0,173.898,0.354,,276.186
1201,2647,2018-01-01,94495.0,0.0,7680.0,,27301.0,,221.808,2.139,,231.93
1202,2647,2018-04-01,109317.0,0.0,7680.0,,26101.0,,229.516,2.302,,218.621
1203,2647,2018-07-01,114578.0,0.0,9796.0,,31720.0,,188.518,2.105,,250.804
1204,2647,2018-10-01,114577.0,0.0,9796.0,,11481.0,-67735762.0,294.671,1.768,,274.402
1205,2647,2019-01-01,0.0,,,,,,,,,
1206,2647,2019-04-01,0.0,,,,,,,,,
1207,2647,2019-07-01,0.0,,,,,,,,,
1208,2647,2019-10-01,0.0,,,,,,,,,
1209,2647,2020-01-01,0.0,,,,,,,,,
1210,2647,2020-04-01,0.0,,,,,,,,,
1211,2647,2020-07-01,0.0,,,,,,,,,
1212,2647,2020-10-01,0.0,,,,,,,,,
1213,2647,2021-01-01,0.0,,,,,,,,,
1214,2647,2021-04-01,0.0,,,,,,,,,
1215,2647,2021-07-01,0.0,,,,,,,,,
1216,2647,2021-10-01,0.0,,,,,,,,,
1217,2647,2023-07-01,0.0,,,,,,,,,
1218,2647,2023-10-01,0.0,,,,,,,,,
1219,2647,2024-01-01,0.0,,,,,,,,,
1220,2673,2017-10-01,0.0,,,,,,141.245,0.04,,59.278
1221,2673,2018-01-01,38474611.0,0.0,1882640.0,,1.0,,159.181,0.033,,81.392
1222,2673,2018-04-01,9241868.0,0.0,1669718.0,,12162.0,-2018707.0,147.107,0.031,,55.829
1223,2673,2018-07-01,9398877.0,0.0,338600.0,,35606.0,-2971130954.0,167.894,0.028,,51.031
1224,2673,2018-10-01,9635941.0,0.0,338600.0,,22768.0,-321155112.0,145.915,0.025,,61.272
1225,2673,2019-01-01,8221148.0,0.0,338600.0,,43226.0,-61994183.0,129.742,0.014,,68.0
1226,2673,2019-04-01,4526368.0,780419.0,0.0,441819.0,340228743.0,,120.535,0.014,,63.657
1227,2673,2019-07-01,4707843.0,677961.0,0.0,339361.0,378008756.0,-185055428.0,105.761,0.008,,50.854
1228,2673,2019-10-01,4999922.0,590873.0,0.0,252273.0,412168633.0,-1199228556.0,139.327,0.013,,37.334
1229,2673,2020-01-01,6004784.0,675939.0,0.0,337339.0,472450205.0,-451925126.0,146.384,0.015,,46.629
1230,2673,2020-04-01,6872522.0,701955.0,0.0,363355.0,498449547.0,-229252162.0,158.516,,,32.949
1231,2673,2020-07-01,7773636.0,825505.0,0.0,486905.0,543550392.0,-230592762.0,156.696,,,35.654
1232,2673,2020-10-01,9080160.0,908460.0,0.0,569860.0,591816303.0,-74952777.0,146.164,,,58.013
1233,2673,2021-01-01,9395544.0,913784.0,0.0,575184.0,707880875.0,,127.217,,,68.756
1234,2673,2021-04-01,10216026.0,1020126.0,0.0,681526.0,721359629.0,,127.08,,,46.413
1235,2673,2021-07-01,10801879.0,125503168.0,127115015.0,24373504.0,797212528.0,52610116.0,121.541,,,42.159
1236,2673,2021-10-01,11536461.0,143284340.0,142526816.0,41194676.0,904421699.0,131244314.0,131.597,,,41.619
1237,2673,2023-07-01,4905914.0,191116809.0,191709767.0,21322326.0,1500904335.0,,98.918,,,
1238,2673,2023-10-01,4853732.0,208179414.0,206516058.0,38384931.0,1624395663.0,-288521726.0,107.395,,,
1239,2673,2024-01-01,4842132.0,211248777.0,214424703.0,41454295.0,1967773300.0,,145.165,,,
1240,2707,2017-10-01,765505.0,,157587.0,,184220.0,-25206190.0,122.845,0.495,,138.445
1241,2707,2018-01-01,907660.0,,157587.0,,190436.0,,90.944,0.427,,149.241
1242,2707,2018-04-01,835032.0,,157587.0,,129591.0,-149970144.0,128.692,0.364,,145.01
1243,2707,2018-07-01,766815.0,,157587.0,,118775.0,,134.004,0.323,,118.911
1244,2707,2018-10-01,859578.0,,157587.0,,116705.0,-707723288.0,126.11,0.302,,82.737
1245,2707,2019-01-01,677390.0,,157587.0,,2460.0,-137033684.0,119.235,0.167,,73.264
1246,2707,2019-04-01,746765.0,157587.0,,,68855169.0,,163.458,0.202,,80.493
1247,2707,2019-07-01,744337.0,176542.0,,18955.0,99482493.0,,148.127,0.212,,96.875
1248,2707,2019-10-01,801389.0,167745.0,,10158.0,78850507.0,,144.931,0.18,,88.736
1249,2707,2020-01-01,1148986.0,178766.0,,7769.0,94629937.0,,99.939,0.25,,108.933
1250,2707,2020-04-01,766190.0,172070.0,,14483.0,67193821.0,,128.706,,,120.07
1251,2707,2020-07-01,1009102.0,173005.0,,15418.0,68375148.0,,201.863,,,89.411
1252,2707,2020-10-01,860672.0,170967.0,,13380.0,92871432.0,,167.717,,,99.842
1253,2707,2021-01-01,1274391.0,170118.0,,12531.0,137191271.0,,123.958,,,119.007
1254,2707,2021-04-01,1178125.0,164183.0,,6595.0,138625124.0,,116.063,,,119.302
1255,2707,2021-07-01,1230960.0,17400192.0,20893897.0,909306.0,131945496.0,-41709527.0,86.608,,,112.39
1256,2707,2021-10-01,1445181.0,18196693.0,21688051.0,1705805.0,136561748.0,8989978.0,117.437,,,105.53
1257,2707,2023-07-01,287378.0,27251507.0,30339945.0,4916301.0,108150996.0,-2509424138.0,222.027,,,
1258,2707,2023-10-01,290410.0,28194931.0,31371118.0,7860375.0,133090030.0,,255.308,,,
1259,2707,2024-01-01,334116.0,26650826.0,29845677.0,9548111.0,100535544.0,16711163.0,295.722,,,
1260,2738,2017-10-01,843335.0,0.0,8478.0,,1214.0,-1061797781.0,191.738,0.018,,222.438
1261,2738,2018-01-01,863186.0,,8478.0,,2963.0,-1297177332.0,245.98,0.005,,192.356
1262,2738,2018-04-01,779424.0,0.0,8478.0,,2577.0,-102370978.0,210.971,0.053,,165.556
1263,2738,2018-07-01,807610.0,0.0,8478.0,,2535.0,-128403001.0,256.309,0.027,,225.321
1264,2738,2018-10-01,769318.0,0.0,8478.0,,2066.0,-3605779699.0,151.577,0.021,,283.758
1265,2738,2019-01-01,1050193.0,0.0,8478.0,,1450.0,,157.023,0.003,,223.576
1266,2738,2019-04-01,190791.0,,134900.0,,12851495.0,-721105812.0,148.534,0.047,,228.381
1267,2738,2019-07-01,238711.0,8478.0,134900.0,,20529758.0,,136.626,0.027,,305.207
1268,2738,2019-10-01,356530.0,8478.0,134900.0,,17934685.0,,152.2,0.128,,342.162
1269,2738,2020-01-01,341795.0,8478.0,134900.0,,30000244.0,,228.602,0.09,,258.429
1270,2738,2020-04-01,721383.0,8478.0,134900.0,,30189439.0,,132.824,,,64.956
1271,2738,2020-07-01,796972.0,8478.0,134900.0,,26005464.0,,98.33,,,89.701
1272,2738,2020-10-01,0.0,,,,,,120.897,,,93.844
1273,2738,2021-01-01,0.0,,,,,,154.927,,,134.751
1274,2738,2021-04-01,0.0,,,,,,137.658,,,142.561
1275,2738,2021-07-01,0.0,,,,,,132.845,,,163.108
1276,2738,2021-10-01,0.0,,,,,,100.149,,,164.785
1277,2738,2023-07-01,0.0,,,,,,188.892,,,
1278,2738,2023-10-01,0.0,,,,,,246.608,,,
1279,2738,2024-01-01,0.0,,,,,,256.875,,,
1280,2766,2017-10-01,0.0,,,,,,141.263,0.084,,27.375
1281,2766,2018-01-01,0.0,,,,,,153.782,0.084,,26.417
1282,2766,2018-04-01,0.0,,,,,,147.336,0.022,,35.697
1283,2766,2018-07-01,0.0,,,,,,205.534,0.024,,36.992
1284,2766,2018-10-01,0.0,,,,,,195.128,0.024,,31.76
1285,2766,2019-01-01,0.0,,,,,,119.267,0.031,,29.847
1286,2766,2019-04-01,5221868.0,727501.0,0.0,18935.0,114913275.0,-48639576.0,142.377,0.03,,26.581
1287,2766,2019-07-01,3660531.0,755809.0,0.0,47243.0,126549412.0,-993772.0,232.35,0.033,,32.243
1288,2766,2019-10-01,3929682.0,767703.0,0.0,59137.0,130807923.0,,209.719,0.033,,26.438
1289,2766,2020-01-01,2567790.0,753273.0,0.0,44707.0,121505106.0,,139.872,0.032,,21.881
1290,2766,2020-04-01,2579242.0,715403.0,0.0,6837.0,128875506.0,,118.89,,,25.675
1291,2766,2020-07-01,2986704.0,717658.0,0.0,9092.0,112545659.0,-114066565.0,137.542,,,29.231
1292,2766,2020-10-01,3049344.0,759371.0,0.0,50805.0,111234977.0,,169.828,,,21.785
1293,2766,2021-01-01,2264805.0,745168.0,0.0,36602.0,110710699.0,,150.456,,,34.49
1294,2766,2021-04-01,2276572.0,767720.0,0.0,59154.0,103360478.0,,116.546,,,39.211
1295,2766,2021-07-01,2293507.0,25812705.0,33380784.0,886152.0,99678833.0,-15324861.0,143.67,,,44.264
1296,2766,2021-10-01,2536615.0,27029750.0,34582529.0,1887304.0,111427347.0,-1367231616.0,122.017,,,45.23
1297,2766,2023-07-01,379172.0,56280892.0,68475243.0,11883977.0,218594572.0,-16641659811.0,134.767,,,
1298,2766,2023-10-01,384362.0,63692541.0,75763243.0,19104026.0,281686674.0,63112920.0,124.873,,,
1299,2766,2024-01-01,367306.0,52479401.0,63643371.0,24608251.0,310392669.0,,126.591,,,
1300,2816,2017-10-01,2373394.0,0.0,33061.0,,158765.0,-4312664960.0,281.159,0.861,,226.501
1301,2816,2018-01-01,335181.0,0.0,33061.0,,124412.0,-214301102.0,256.756,0.762,,207.354
1302,2816,2018-04-01,397203.0,0.0,33061.0,,143600.0,,246.314,0.743,,179.726
1303,2816,2018-07-01,437607.0,0.0,33061.0,,168988.0,-83346288.0,207.087,0.866,,140.708
1304,2816,2018-10-01,397229.0,0.0,33061.0,,163225.0,-32383650029.0,248.463,0.706,,132.292
1305,2816,2019-01-01,475847.0,0.0,33061.0,,160086.0,-24635509.0,300.438,0.696,,134.346
1306,2816,2019-04-01,528806.0,37039.0,0.0,3978.0,61553776.0,-65294246.0,186.906,0.46,,150.863
1307,2816,2019-07-01,509343.0,36544.0,0.0,3483.0,57745590.0,,189.343,0.511,,100.965
1308,2816,2019-10-01,468327.0,35705.0,0.0,2644.0,54036932.0,,201.104,0.47,,104.164
1309,2816,2020-01-01,487996.0,36141.0,0.0,3080.0,54856531.0,-108430814.0,199.315,0.409,,139.914
1310,2816,2020-04-01,468861.0,36159.0,0.0,3098.0,51765829.0,-23045328.0,188.071,,,102.837
1311,2816,2020-07-01,509624.0,38199.0,0.0,5138.0,55032472.0,-2947308762.0,175.05,,,107.906
1312,2816,2020-10-01,510052.0,38098.0,0.0,5037.0,58168387.0,,145.507,,,119.415
1313,2816,2021-01-01,513346.0,40133.0,0.0,7072.0,61324609.0,-4393051.0,138.621,,,133.87
1314,2816,2021-04-01,619601.0,42511.0,0.0,9450.0,58290196.0,-3042703697.0,157.934,,,133.524
1315,2816,2021-07-01,544448.0,3383585.0,4313451.0,336365.0,61891990.0,-312565153.0,178.739,,,124.274
1316,2816,2021-10-01,521807.0,3746402.0,4614770.0,699061.0,61064743.0,,126.196,,,127.576
1317,2816,2023-07-01,155384.0,4136051.0,4787359.0,577401.0,65698118.0,,118.942,,,
