,REGN_GKO,STR,KORR_P_20190701,KORR_M_20190701,VSEGO20190701,REGN_GKO,STR,KORR_P_20180101,KORR_M_20180101,VSEGO20180101,REGN_GKO,STR,KORR_P_20190101,KORR_M_20190101,VSEGO20190101,REGN_GKO,STR,KORR_P_20180701,KORR_M_20180701,VSEGO20180701,REGN_GKO,STR,KORR_P_20190401,KORR_M_20190401,VSEGO20190401,REGN_GKO,STR,KORR_P_20201001,KORR_M_20201001,VSEGO20201001,REGN_GKO,STR,KORR_P_20171001,KORR_M_20171001,VSEGO20171001,REGN_GKO,STR,KORR_P_20180401,KORR_M_20180401,VSEGO20180401,REGN_GKO,STR,KORR_P_20211001,KORR_M_20211001,VSEGO20211001,REGN_GKO,STR,KORR_P_20200101,KORR_M_20200101,VSEGO20200101,REGN_GKO,STR,KORR_P_20210701,KORR_M_20210701,VSEGO20210701,REGN_GKO,STR,KORR_P_20200701,KORR_M_20200701,VSEGO20200701,REGN_GKO,STR,KORR_P_20210101,KORR_M_20210101,VSEGO20210101,REGN_GKO,STR,KORR_P_20181001,KORR_M_20181001,VSEGO20181001,REGN_GKO,STR,KORR_P_20210401,KORR_M_20210401,VSEGO20210401,REGN_GKO,STR,KORR_P_20191001,KORR_M_20191001,VSEGO20191001,REGN_GKO,STR,KORR_P_20200401,KORR_M_20200401,VSEGO20200401
451,436,6,0.0,,53208197.0,436.0,21,0.0,,1713616.0,493.0,23,,-112.0,1383160.0,436.0,2,0.0,,25324532.0,436.0,6,0.0,,50616977.0,436.0,5.3,0.0,,0.0,429.0,33.1,,-1546182.0,-1485693.0,436.0,2.1,0.0,,19943441.0,485.0,32,45778.0,,10004681.0,436.0,5.3,0.0,,0.0,485.0,31.2,0.0,,0.0,436.0,5.3,0.0,,0.0,485.0,6,0.0,,487738.0,436.0,19.2,0.0,,0.0,485.0,6,0.0,,494656.0,436.0,6,0.0,,24872548.0,436.0,5.3,0.0,,0.0
452,436,6.1,0.0,,48119916.0,436.0,21.1,0.0,,1166780.0,493.0,23.1,0.0,,0.0,436.0,2.1,0.0,,25324532.0,436.0,6.1,0.0,,44344304.0,436.0,6,0.0,,20570103.0,429.0,34,,-11000.0,1972181.0,436.0,2.1.1,0.0,,3198808.0,485.0,32.1,42059.0,,1213895.0,436.0,6,0.0,,55966850.0,485.0,32,43483.0,,9687425.0,436.0,6,0.0,,23311691.0,485.0,6.1,0.0,,487738.0,436.0,2,0.0,,30498939.0,485.0,6.1,0.0,,411134.0,436.0,6.1,0.0,,17282268.0,436.0,6,0.0,,28384714.0
453,436,6.1.1,0.0,,30652499.0,436.0,21.2,0.0,,0.0,493.0,23.2,0.0,,0.0,436.0,2.1.1,0.0,,3201652.0,436.0,6.1.1,0.0,,20957448.0,436.0,6.1,0.0,,6207119.0,429.0,34.1,0.0,,0.0,436.0,20,0.0,,7905483.0,485.0,33,0.0,,0.0,436.0,6.1,0.0,,43653445.0,485.0,32.1,39764.0,,897524.0,436.0,6.1,0.0,,10856210.0,485.0,6.1.1,0.0,,0.0,436.0,2.1,0.0,,30498939.0,485.0,6.1.1,0.0,,0.0,436.0,6.1.1,0.0,,10913349.0,436.0,6.1,0.0,,11786311.0
454,436,6.2,0.0,,23948.0,436.0,21.3,0.0,,0.0,493.0,24,,-7977.0,180619.0,436.0,20,0.0,,8130686.0,436.0,6.2,0.0,,37579.0,436.0,6.1.1,0.0,,1894530.0,429.0,35,0.0,,0.0,436.0,21,0.0,,1167750.0,485.0,34,,-54485.0,12719019.0,436.0,6.1.1,0.0,,10987843.0,485.0,33,0.0,,0.0,436.0,6.1.1,0.0,,2194941.0,485.0,6.2,0.0,,0.0,436.0,2.1.1,0.0,,3495352.0,485.0,6.2,0.0,,83522.0,436.0,6.2,0.0,,30545.0,436.0,6.1.1,0.0,,8265881.0
455,436,6.2.1,0.0,,0.0,436.0,21.4,0.0,,0.0,493.0,25,,-1608620.0,38325392.0,436.0,21,0.0,,1228909.0,436.0,6.2.1,0.0,,0.0,436.0,6.2,0.0,,39877.0,429.0,36,,-994485.0,16613282.0,436.0,21.1,0.0,,1167289.0,485.0,4,,-1250307.0,40888170.0,436.0,6.2,0.0,,31360.0,485.0,34,,-56780.0,12518340.0,436.0,6.2,0.0,,36578.0,485.0,6.2.1,0.0,,0.0,436.0,20,0.0,,7980623.0,485.0,6.2.1,0.0,,0.0,436.0,6.2.1,0.0,,0.0,436.0,6.2,0.0,,34222.0
456,436,6.3,0.0,,807710.0,436.0,22,0.0,,0.0,493.0,26,,-15000.0,2001000.0,436.0,21.1,0.0,,1228183.0,436.0,6.3,0.0,,923026.0,436.0,6.2.1,0.0,,0.0,429.0,4,,-715126.0,4584032.0,436.0,21.2,0.0,,0.0,485.0,4.1,,-1250307.0,31441992.0,436.0,6.2.1,0.0,,0.0,485.0,4,,-1249491.0,38885796.0,436.0,6.2.1,0.0,,0.0,485.0,6.3,0.0,,0.0,436.0,21,0.0,,1195486.0,485.0,6.3,0.0,,0.0,436.0,6.3,0.0,,716987.0,436.0,6.2.1,0.0,,0.0
457,436,7,,-158925.0,0.0,436.0,23,,-48.0,16997667.0,493.0,26.1,,-15000.0,1995211.0,436.0,21.2,0.0,,0.0,436.0,7,,-158925.0,0.0,436.0,6.3,0.0,,5453941.0,429.0,4.1,0.0,,0.0,436.0,21.3,0.0,,0.0,485.0,4.1.1,0.0,,1578305.0,436.0,6.3,0.0,,6827333.0,485.0,4.1,,-1249491.0,29594620.0,436.0,6.3,0.0,,5333750.0,485.0,7,,-20000.0,1126.0,436.0,21.1,0.0,,1193720.0,485.0,7,,-20000.0,1126.0,436.0,7,,-158925.0,0.0,436.0,6.3,0.0,,6028573.0
458,436,8,0.0,,0.0,436.0,23.1,0.0,,0.0,493.0,26.2,0.0,,0.0,436.0,21.3,0.0,,0.0,436.0,8,0.0,,0.0,436.0,7,,-158925.0,0.0,429.0,4.2,0.0,,15765.0,436.0,21.4,0.0,,0.0,485.0,4.1.2,,-1250307.0,29862898.0,436.0,7,,-158925.0,0.0,485.0,4.1.1,0.0,,798944.0,436.0,7,,-158925.0,0.0,485.0,9,0.0,,3410109.0,436.0,21.2,0.0,,0.0,485.0,9,0.0,,3329163.0,436.0,9,0.0,,13743562.0,436.0,7,,-158925.0,0.0
459,436,9,0.0,,13769338.0,436.0,23.2,0.0,,12511033.0,493.0,27,0.0,,0.0,436.0,21.4,0.0,,0.0,436.0,9,0.0,,13797596.0,436.0,9,0.0,,14636582.0,429.0,5,,-27395299.0,1018.0,436.0,22,0.0,,0.0,485.0,4.2,0.0,,9446178.0,436.0,9,0.0,,13416479.0,485.0,4.1.2,,-1249491.0,28794010.0,436.0,9,0.0,,14557988.0,485.0,9.1,0.0,,0.0,436.0,21.3,0.0,,0.0,485.0,9.1,0.0,,0.0,436.0,9.1,0.0,,0.0,436.0,9,0.0,,14538416.0
460,436,9.1,0.0,,0.0,436.0,24,0.0,,613365.0,493.0,28,0.0,,0.0,436.0,22,0.0,,0.0,436.0,9.1,0.0,,0.0,436.0,9.1,0.0,,0.0,429.0,6,,-38608614.0,158333487.0,436.0,23,,-312.0,14299228.0,485.0,5,0.0,,7251957.0,436.0,9.1,0.0,,0.0,485.0,4.2,0.0,,9291176.0,436.0,9.1,0.0,,0.0,493.0,1,0.0,,2596657.0,436.0,21.4,0.0,,0.0,493.0,1,0.0,,2400791.0,485.0,1,0.0,,2482917.0,436.0,9.1,0.0,,0.0
461,485,1,0.0,,2262432.0,436.0,25,,-70426.0,541193136.0,493.0,29,0.0,,0.0,436.0,23,,-327.0,9204960.0,485.0,1,0.0,,2234337.0,485.0,1,0.0,,3036272.0,429.0,6.1,,-22207974.0,16360813.0,436.0,23.1,0.0,,0.0,485.0,5.1,0.0,,7251957.0,485.0,1,0.0,,2943245.0,485.0,5,0.0,,7079691.0,485.0,1,0.0,,2878379.0,493.0,10,111.0,,56017.0,436.0,22,0.0,,0.0,493.0,10,102.0,,53941.0,485.0,10,0.0,,42201.0,485.0,1,0.0,,3126070.0
462,485,10,0.0,,41479.0,436.0,26,,-85000.0,519654.0,493.0,3,,-52347.0,396158.0,436.0,23.1,0.0,,0.0,485.0,10,0.0,,42971.0,485.0,10,0.0,,88457.0,429.0,6.2,,-16400640.0,141972674.0,436.0,23.2,0.0,,10051400.0,485.0,5.1.1,0.0,,0.0,485.0,10,0.0,,50925.0,485.0,5.1,0.0,,7079691.0,485.0,10,0.0,,85662.0,493.0,10.1,0.0,,0.0,436.0,23,,-378.0,16828674.0,493.0,10.1,0.0,,0.0,485.0,10.1,0.0,,0.0,485.0,10,0.0,,49013.0
463,485,10.1,0.0,,0.0,436.0,26.1,,-85000.0,499954.0,493.0,30,0.0,,921270.0,436.0,23.2,0.0,,4880465.0,485.0,10.1,0.0,,0.0,485.0,10.1,0.0,,0.0,429.0,7,28110269.0,,116304826.0,436.0,24,0.0,,718824.0,485.0,5.2,0.0,,0.0,485.0,10.1,0.0,,0.0,485.0,5.1.1,0.0,,0.0,485.0,10.1,0.0,,0.0,493.0,10.2,111.0,,56017.0,436.0,23.1,0.0,,0.0,493.0,10.2,102.0,,53941.0,485.0,10.2,0.0,,42201.0,485.0,10.1,0.0,,0.0
464,485,10.2,0.0,,41479.0,436.0,26.2,0.0,,0.0,493.0,31,0.0,,0.0,436.0,24,0.0,,701128.0,485.0,10.2,0.0,,42971.0,485.0,10.2,0.0,,88457.0,429.0,8,,-833790.0,191110.0,436.0,25,,-69377.0,538244661.0,485.0,5.3,0.0,,0.0,485.0,10.2,0.0,,50925.0,485.0,5.2,0.0,,0.0,485.0,10.2,0.0,,85662.0,493.0,10.3,0.0,,0.0,436.0,23.2,0.0,,12083131.0,493.0,10.3,0.0,,0.0,485.0,10.3,0.0,,0.0,485.0,10.2,0.0,,49013.0
465,485,10.3,0.0,,0.0,436.0,27,0.0,,24404770.0,493.0,32,0.0,,0.0,436.0,25,,-80230.0,539310015.0,485.0,10.3,0.0,,0.0,485.0,10.3,0.0,,0.0,429.0,9,0.0,,0.0,436.0,26,,-85000.0,519654.0,485.0,6,0.0,,485277.0,485.0,10.3,0.0,,0.0,485.0,5.3,0.0,,0.0,485.0,10.3,0.0,,0.0,493.0,11,0.0,,61219.0,436.0,24,0.0,,724167.0,493.0,11,0.0,,66324.0,485.0,11,0.0,,140800.0,485.0,10.3,0.0,,0.0
466,485,11,0.0,,119731.0,436.0,28,0.0,,0.0,493.0,33,,-329248.0,4267227.0,436.0,26,,-85000.0,519654.0,485.0,11,0.0,,201981.0,485.0,11,0.0,,146251.0,436.0,1,0.0,,7352817.0,436.0,26.1,,-85000.0,499954.0,485.0,6.1,0.0,,396742.0,485.0,11,0.0,,208472.0,485.0,6,0.0,,481075.0,485.0,11,0.0,,109885.0,493.0,11.1,0.0,,26989.0,436.0,25,,-84971.0,546421588.0,493.0,11.1,0.0,,30596.0,485.0,11.1,0.0,,140734.0,485.0,11,0.0,,208580.0
467,485,11.1,0.0,,119731.0,436.0,29,0.0,,628686.0,493.0,33.1,,-180038.0,710926.0,436.0,26.1,,-85000.0,499954.0,485.0,11.1,0.0,,199377.0,485.0,11.1,0.0,,144030.0,436.0,10,0.0,,13482867.0,436.0,26.2,0.0,,0.0,485.0,6.1.1,0.0,,0.0,485.0,11.1,0.0,,205346.0,485.0,6.1,0.0,,393193.0,485.0,11.1,0.0,,107664.0,493.0,11.1.1,0.0,,12170.0,436.0,26,,-85000.0,519654.0,493.0,11.1.1,0.0,,15777.0,485.0,11.1.1,0.0,,138695.0,485.0,11.1,0.0,,205454.0
468,485,11.1.1,0.0,,119731.0,436.0,3,,-6378.0,12352526.0,493.0,34,0.0,,832877.0,436.0,26.2,0.0,,0.0,485.0,11.1.1,0.0,,199377.0,485.0,11.1.1,0.0,,144030.0,436.0,10.1,0.0,,0.0,436.0,27,0.0,,24404770.0,485.0,6.2,0.0,,88535.0,485.0,11.1.1,0.0,,205346.0,485.0,6.1.1,0.0,,0.0,485.0,11.1.1,0.0,,107664.0,493.0,11.1.2,0.0,,14819.0,436.0,26.1,,-85000.0,499954.0,493.0,11.1.2,0.0,,14819.0,485.0,11.1.2,0.0,,2039.0,485.0,11.1.1,0.0,,205454.0
469,485,11.1.2,0.0,,0.0,436.0,30,0.0,,4342617.0,493.0,34.1,0.0,,0.0,436.0,27,0.0,,24404770.0,485.0,11.1.2,0.0,,0.0,485.0,11.1.2,0.0,,0.0,436.0,11,0.0,,263412.0,436.0,28,0.0,,0.0,485.0,6.2.1,0.0,,0.0,485.0,11.1.2,0.0,,0.0,485.0,6.2,0.0,,87882.0,485.0,11.1.2,0.0,,0.0,493.0,12,,-1484791.0,733385.0,436.0,26.2,0.0,,0.0,493.0,12,,-1412423.0,1360277.0,485.0,12,0.0,,2954865.0,485.0,11.1.2,0.0,,0.0
470,485,12,0.0,,2940475.0,436.0,31,0.0,,0.0,493.0,35,0.0,,0.0,436.0,28,0.0,,0.0,485.0,12,0.0,,2504766.0,485.0,12,0.0,,3277734.0,436.0,11.1,0.0,,0.0,436.0,29,0.0,,929158.0,485.0,6.3,0.0,,0.0,485.0,12,0.0,,3400291.0,485.0,6.2.1,0.0,,0.0,485.0,12,0.0,,3139344.0,493.0,13,0.0,,0.0,436.0,27,0.0,,24404770.0,493.0,13,0.0,,0.0,485.0,13,,-75504.0,32606.0,485.0,12,0.0,,3341247.0
471,485,13,,-75504.0,32252.0,436.0,32,0.0,,0.0,493.0,36,,-344248.0,8022374.0,436.0,29,0.0,,686414.0,485.0,13,,-75504.0,25955.0,485.0,13,,-80263.0,35194.0,436.0,11.2,0.0,,263412.0,436.0,3,,-5065.0,5656472.0,485.0,6.4,0.0,,0.0,485.0,13,,-80263.0,38517.0,485.0,6.3,0.0,,0.0,485.0,13,,-80263.0,35712.0,493.0,14,,-1764512.0,58703015.0,436.0,28,0.0,,0.0,493.0,14,,-1900151.0,59661664.0,485.0,14,,-1224963.0,55750152.0,485.0,13,,-80263.0,37435.0
472,485,14,,-1400544.0,54023209.0,436.0,33,,-73925.0,26359665.0,493.0,4,0.0,,19766786.0,436.0,3,,-4558.0,7316067.0,485.0,14,,-1280243.0,52615087.0,485.0,14,,-1423566.0,59205313.0,436.0,11.3,0.0,,0.0,436.0,30,0.0,,4342610.0,485.0,6.5,0.0,,0.0,485.0,14,,-1197776.0,58114475.0,485.0,6.4,0.0,,0.0,485.0,14,,-1149702.0,57807783.0,493.0,15,,-1333883.0,47280401.0,436.0,29,0.0,,805438.0,493.0,15,,-1399923.0,47805779.0,485.0,15,,-1149542.0,42674115.0,485.0,14,,-1052879.0,57650693.0
473,485,15,,-1337969.0,41329638.0,436.0,33.1,0.0,,4061287.0,493.0,4.1,0.0,,0.0,436.0,30,0.0,,4342603.0,485.0,15,,-1212960.0,39923043.0,485.0,15,,-1348343.0,44619035.0,436.0,12,0.0,,2342433.0,436.0,31,0.0,,0.0,485.0,7,,-20000.0,1123.0,485.0,15,,-1113498.0,44583948.0,485.0,6.5,0.0,,0.0,485.0,15,,-1069189.0,43800669.0,493.0,15.1,0.0,,0.0,436.0,3,,-6593.0,3466962.0,493.0,15.1,0.0,,0.0,485.0,15.1,0.0,,0.0,485.0,15,,-970290.0,43783202.0
474,485,15.1,0.0,,0.0,436.0,34,0.0,,55981.0,493.0,4.2,0.0,,19766786.0,436.0,31,0.0,,0.0,485.0,15.1,0.0,,0.0,485.0,15.1,0.0,,0.0,436.0,12.1,0.0,,2342433.0,436.0,32,0.0,,0.0,485.0,9,0.0,,3165545.0,485.0,15.1,0.0,,0.0,485.0,7,,-20000.0,1126.0,485.0,15.1,0.0,,0.0,493.0,15.2,0.0,,764166.0,436.0,30,0.0,,4342599.0,493.0,15.2,0.0,,764305.0,485.0,15.2,0.0,,0.0,485.0,15.1,0.0,,0.0
475,485,15.2,0.0,,0.0,436.0,34.1,0.0,,0.0,493.0,5,0.0,,0.0,436.0,32,0.0,,0.0,485.0,15.2,0.0,,0.0,485.0,15.2,0.0,,446375.0,436.0,13,,-1285.0,6235851.0,436.0,33,,-73925.0,27458737.0,485.0,9.1,0.0,,0.0,485.0,15.2,0.0,,0.0,485.0,9,0.0,,3341498.0,485.0,15.2,0.0,,539000.0,493.0,15.3,,-1286633.0,155588.0,436.0,31,0.0,,0.0,493.0,15.3,,-1358668.0,72247.0,485.0,15.3,,-1092354.0,1094792.0,485.0,15.2,0.0,,0.0
476,485,15.3,,-1272227.0,1085429.0,436.0,35,0.0,,0.0,493.0,6,,-360267.0,19249539.0,436.0,33,,-72263.0,27906495.0,485.0,15.3,,-1098730.0,843480.0,485.0,15.3,,-1304564.0,339811.0,436.0,14,0.0,,1669267.0,436.0,33.1,0.0,,1115795.0,493.0,1,0.0,,2083855.0,485.0,15.3,,-1068386.0,1132250.0,485.0,9.1,0.0,,0.0,485.0,15.3,,-1031042.0,563719.0,493.0,15.4,,-47250.0,12331420.0,436.0,32,0.0,,0.0,493.0,15.4,,-41255.0,11628982.0,485.0,15.4,,-57188.0,8754877.0,485.0,15.3,,-945485.0,957703.0
477,485,15.4,,-65742.0,7854724.0,436.0,36,,-158925.0,56311373.0,493.0,6.1,0.0,,1002552.0,436.0,33.1,1662.0,,2432096.0,485.0,15.4,,-114230.0,7877520.0,485.0,15.4,,-43779.0,9586283.0,436.0,15,,-231295.0,563088756.0,436.0,34,0.0,,55981.0,493.0,10,82.0,,52278.0,485.0,15.4,,-45112.0,9325787.0,493.0,1,0.0,,2246478.0,485.0,15.4,,-38147.0,8919548.0,493.0,15.5,0.0,,31690639.0,436.0,33,,-72240.0,28610908.0,493.0,15.5,0.0,,32497552.0,485.0,15.5,0.0,,32823446.0,485.0,15.4,,-24805.0,8893263.0
478,485,15.5,0.0,,32389485.0,436.0,4,0.0,,23181722.0,493.0,6.2,,-360267.0,18246987.0,436.0,34,0.0,,55981.0,485.0,15.5,0.0,,31199473.0,485.0,15.5,0.0,,34246566.0,436.0,16,0.0,,420347.0,436.0,34.1,0.0,,0.0,493.0,10.1,0.0,,0.0,485.0,15.5,0.0,,34125911.0,493.0,10,92.0,,51654.0,485.0,15.5,0.0,,33778402.0,493.0,15.6,0.0,,2338588.0,436.0,33.1,1685.0,,3133748.0,493.0,15.6,0.0,,2842693.0,485.0,15.6,0.0,,1000.0,485.0,15.5,0.0,,33932236.0
479,485,15.6,0.0,,0.0,436.0,4.1,0.0,,1018939.0,493.0,7,0.0,,19802.0,436.0,34.1,0.0,,0.0,485.0,15.6,0.0,,2570.0,485.0,15.6,0.0,,0.0,436.0,16.1,0.0,,420347.0,436.0,35,0.0,,0.0,493.0,10.2,82.0,,52278.0,485.0,15.6,0.0,,0.0,493.0,10.1,0.0,,0.0,485.0,15.6,0.0,,0.0,493.0,16,0.0,,0.0,436.0,34,0.0,,55981.0,493.0,16,0.0,,0.0,485.0,16,0.0,,0.0,485.0,15.6,0.0,,0.0
480,485,16,0.0,,0.0,436.0,4.2,0.0,,22162783.0,493.0,8,,-14700.0,0.0,436.0,35,0.0,,0.0,485.0,16,0.0,,0.0,485.0,16,0.0,,0.0,436.0,17,0.0,,144392939.0,436.0,36,,-158925.0,57710910.0,493.0,10.3,0.0,,0.0,485.0,16,0.0,,0.0,493.0,10.2,92.0,,51654.0,485.0,16,0.0,,0.0,493.0,16.1,0.0,,0.0,436.0,34.1,0.0,,0.0,493.0,16.1,0.0,,0.0,485.0,16.1,0.0,,0.0,485.0,16,0.0,,0.0
481,485,16.1,0.0,,0.0,436.0,5,0.0,,47111694.0,493.0,8.1,0.0,,0.0,436.0,36,,-157263.0,57915917.0,485.0,16.1,0.0,,0.0,485.0,16.1,0.0,,0.0,436.0,18,,-71085.0,339138566.0,436.0,4,0.0,,17358531.0,493.0,11,0.0,,47841.0,485.0,16.1,0.0,,0.0,493.0,10.3,0.0,,0.0,485.0,16.1,0.0,,0.0,493.0,16.2,0.0,,0.0,436.0,35,0.0,,0.0,493.0,16.2,0.0,,0.0,485.0,16.2,0.0,,0.0,485.0,16.1,0.0,,0.0
482,485,16.2,0.0,,0.0,436.0,6,,-64000.0,406852509.0,493.0,9,0.0,,0.0,436.0,4,0.0,,68246555.0,485.0,16.2,0.0,,0.0,485.0,16.2,0.0,,0.0,436.0,18.1,0.0,,185220702.0,436.0,4.1,0.0,,928861.0,493.0,11.1,0.0,,30215.0,485.0,16.2,0.0,,0.0,493.0,11,0.0,,97540.0,485.0,16.2,0.0,,0.0,493.0,16.3,0.0,,0.0,436.0,36,,-157240.0,58739350.0,493.0,16.3,0.0,,0.0,485.0,16.3,0.0,,0.0,485.0,16.2,0.0,,0.0
483,485,16.3,0.0,,0.0,436.0,6.1,,-64000.0,71788218.0,538.0,1,0.0,,74448.0,436.0,4.1,0.0,,1942115.0,485.0,16.3,0.0,,0.0,485.0,16.3,0.0,,0.0,436.0,19,0.0,,660132.0,436.0,4.2,0.0,,16429670.0,493.0,11.1.1,0.0,,15396.0,485.0,16.3,0.0,,0.0,493.0,11.1,0.0,,30537.0,485.0,16.3,0.0,,0.0,493.0,16.4,0.0,,0.0,436.0,4,0.0,,37679386.0,493.0,16.4,0.0,,0.0,485.0,16.4,0.0,,0.0,485.0,16.3,0.0,,0.0
484,485,16.4,0.0,,0.0,436.0,6.2,0.0,,335064291.0,538.0,10,0.0,,144436.0,436.0,4.2,0.0,,66304440.0,485.0,16.4,0.0,,0.0,485.0,16.4,0.0,,0.0,436.0,19.1,0.0,,660132.0,436.0,5,0.0,,60174257.0,493.0,11.1.2,0.0,,14819.0,485.0,16.4,0.0,,0.0,493.0,11.1.1,0.0,,15718.0,485.0,16.4,0.0,,0.0,493.0,17,0.0,,76670.0,436.0,4.1,0.0,,2977410.0,493.0,17,0.0,,39840.0,485.0,17,0.0,,520237.0,485.0,16.4,0.0,,0.0
485,485,17,0.0,,475942.0,436.0,7,0.0,,18765041.0,538.0,10.1,0.0,,0.0,436.0,5,0.0,,52878765.0,485.0,17,0.0,,475380.0,485.0,17,0.0,,553333.0,436.0,19.2,0.0,,0.0,436.0,6,,-64000.0,412233515.0,493.0,12,,-1408631.0,1290473.0,485.0,17,0.0,,566445.0,493.0,11.1.2,0.0,,14819.0,485.0,17,0.0,,507975.0,493.0,17.1,0.0,,36962.0,436.0,4.2,0.0,,34701976.0,493.0,17.1,0.0,,36755.0,485.0,17.1,0.0,,520237.0,485.0,17,0.0,,536826.0
486,485,17.1,0.0,,475942.0,436.0,8,,-158925.0,103000.0,538.0,11,0.0,,16452.0,436.0,6,,-73689.0,366459094.0,485.0,17.1,0.0,,94417.0,485.0,17.1,0.0,,553333.0,436.0,2,0.0,,36888518.0,436.0,6.1,,-64000.0,102907414.0,493.0,13,0.0,,0.0,485.0,17.1,0.0,,542732.0,493.0,12,,-1478808.0,910484.0,485.0,17.1,0.0,,507975.0,493.0,17.2,0.0,,0.0,436.0,5,0.0,,27894661.0,493.0,17.2,0.0,,0.0,485.0,17.2,0.0,,0.0,485.0,17.1,0.0,,536826.0
487,485,17.2,0.0,,0.0,436.0,9,0.0,,36319804.0,538.0,11.1,0.0,,0.0,436.0,6.1,,-75345.0,49990126.0,485.0,17.2,0.0,,0.0,485.0,17.2,0.0,,0.0,436.0,2.1,0.0,,36888518.0,436.0,6.2,0.0,,309326101.0,493.0,14,,-2128153.0,61653207.0,485.0,17.2,0.0,,0.0,493.0,13,0.0,,0.0,485.0,17.2,0.0,,0.0,493.0,17.3,0.0,,0.0,436.0,6,,-76323.0,408457896.0,493.0,17.3,0.0,,0.0,485.0,17.3,0.0,,0.0,485.0,17.2,0.0,,0.0
488,485,17.3,0.0,,0.0,485.0,1,0.0,,2603988.0,538.0,11.2,0.0,,16452.0,436.0,6.2,0.0,,316467312.0,485.0,17.3,0.0,,0.0,485.0,17.3,0.0,,0.0,436.0,2.1.1,0.0,,2957594.0,436.0,7,0.0,,20943536.0,493.0,15,,-1619624.0,49198686.0,485.0,17.3,0.0,,0.0,493.0,14,,-2094305.0,61146247.0,485.0,17.3,0.0,,0.0,493.0,17.4,0.0,,0.0,436.0,6.1,,-76323.0,73106465.0,493.0,17.4,0.0,,0.0,485.0,17.4,0.0,,0.0,485.0,17.3,0.0,,0.0
489,485,17.4,0.0,,0.0,485.0,10,0.0,,4277655.0,538.0,11.3,0.0,,0.0,436.0,7,0.0,,17580710.0,485.0,17.4,0.0,,0.0,485.0,17.4,0.0,,0.0,436.0,20,0.0,,7084547.0,436.0,8,,-158925.0,61500.0,493.0,15.1,0.0,,0.0,485.0,17.4,0.0,,0.0,493.0,15,,-1516789.0,49152222.0,485.0,17.4,0.0,,0.0,493.0,18,0.0,,0.0,436.0,6.2,0.0,,335351431.0,493.0,18,0.0,,0.0,485.0,18,0.0,,0.0,485.0,17.4,0.0,,0.0
490,485,18,0.0,,0.0,485.0,10.1,0.0,,1970747.0,538.0,12,0.0,,2927.0,436.0,8,,-158925.0,24245.0,485.0,18,0.0,,0.0,485.0,18,0.0,,0.0,436.0,21,0.0,,1004684.0,436.0,8.1,0.0,,0.0,493.0,15.2,0.0,,0.0,485.0,18,0.0,,0.0,493.0,15.1,0.0,,0.0,485.0,18,0.0,,0.0,493.0,19,,-105242.0,686319.0,436.0,7,0.0,,10510852.0,493.0,19,,-92326.0,586934.0,485.0,19,,-8408.0,1225542.0,485.0,18,0.0,,0.0
491,485,19,0.0,,1215786.0,485.0,11,0.0,,26910.0,538.0,12.1,0.0,,0.0,436.0,8.1,0.0,,0.0,485.0,19,0.0,,1213472.0,485.0,19,,-8958.0,1389927.0,436.0,21.1,0.0,,998022.0,436.0,9,0.0,,27904773.0,493.0,15.3,,-1558562.0,96276.0,485.0,19,,-8492.0,1399972.0,493.0,15.2,0.0,,277154.0,485.0,19,,-7087.0,1276413.0,493.0,19.1,0.0,,0.0,436.0,8,,-158925.0,20000.0,493.0,19.1,0.0,,0.0,485.0,19.1,0.0,,0.0,485.0,19,,-6979.0,1301518.0
492,485,19.1,0.0,,0.0,485.0,11.1,0.0,,0.0,538.0,13,0.0,,2744.0,436.0,9,0.0,,28489003.0,485.0,19.1,0.0,,0.0,485.0,19.1,0.0,,0.0,436.0,21.2,0.0,,0.0,485.0,1,0.0,,2592518.0,493.0,15.4,,-61062.0,12840488.0,485.0,19.1,0.0,,0.0,493.0,15.3,,-1484103.0,127516.0,485.0,19.1,0.0,,0.0,493.0,2,0.0,,1521313.0,436.0,8.1,0.0,,0.0,493.0,2,0.0,,1533298.0,485.0,2,0.0,,1460176.0,485.0,19.1,0.0,,0.0
493,485,2,0.0,,1915961.0,485.0,11.2,0.0,,26910.0,538.0,14,0.0,,164507.0,485.0,1,0.0,,2232368.0,485.0,2,0.0,,2089447.0,485.0,2,0.0,,1568290.0,436.0,21.3,0.0,,0.0,485.0,10,0.0,,3748729.0,493.0,15.5,0.0,,33894073.0,485.0,2,0.0,,1525180.0,493.0,15.4,,-32686.0,12318954.0,485.0,2,0.0,,1447054.0,493.0,2.1,0.0,,1521313.0,436.0,9,0.0,,56752198.0,493.0,2.1,0.0,,1533298.0,485.0,2.1,0.0,,1460176.0,485.0,2,0.0,,1470706.0
494,485,2.1,0.0,,1915961.0,485.0,11.3,0.0,,0.0,538.0,15,,-6476.0,1273320.0,485.0,10,0.0,,3823130.0,485.0,2.1,0.0,,2089447.0,485.0,2.1,0.0,,1568290.0,436.0,21.4,0.0,,0.0,485.0,10.1,0.0,,1438979.0,493.0,15.6,0.0,,2367849.0,485.0,2.1,0.0,,1525180.0,493.0,15.5,0.0,,33191053.0,485.0,2.1,0.0,,1447054.0,493.0,2.1.1,0.0,,864949.0,485.0,1,0.0,,2191054.0,493.0,2.1.1,0.0,,896903.0,485.0,2.1.1,0.0,,313228.0,485.0,2.1,0.0,,1470706.0
